transliteration,translation,source_file,norm
"as""-tap-ra-kum",Herewith I write to you.,akkadian-translation.csv,astaprakum
aš-tap-ra-kum,I have written you (about it)!,akkadian-translation.csv,astaprakum
A-sùr LUGAL,Assur is Lord.,akkadian-translation.csv,asur lugal
A-šùr LUGAL,Divine Aššur is King!,akkadian-translation.csv,asur lugal
a-ta la tí-de8-e ki-ma a-we-LAM a-ba-am lá-am-nu-ma a-na a-bi-šu kà-ša-dí-im i-lu-ku,do you not know that the man is hostile towards the father and will go to reach his father?,akkadian-translation.csv,ata la tide8e kima awelam abaam laamnuma ana abisu kasadiim iluku
a-ta la tí-de8-e ki-ma a-we-LAM a-ba-am lá-am-nu-ma a-na a-bi-/šu kà-ša-dí-im i-lu-ku,don’t you know that the man is hostile towards the father and will go to catch his father?,akkadian-translation.csv,ata la tide8e kima awelam abaam laamnuma ana abisu kasadiim iluku
a-wa-tí-šu-nu! ni-ig-mu-ur-ma,and we concluded their case,akkadian-translation.csv,awatisunu niigmuurma
a-wa-tí-šu-nu ni-ig-mu-ur-ma,We,published_texts_sentences.csv,awatisunu niigmuurma
bu-lu-ut zi-ga zabar ni-su mu-ka-an-ni-si-im sa iti 9-kam is-tu re-es iti a-ra-hi-im a-di iti li-li-a-tim ga-me-er-ma mu zi-im-ri-li-im gis-gu-za gal a-na dutu u-se-lu-ti,"ventilation of bronze expenditures, under the responsibility of Mukannisum, for 9 months, from the end of month i until month ix inclusive, year ZL 4'.",akkadian-translation.csv,buluut ziga zabar nisu mukaannisiim sa iti 9kam istu rees iti arahiim adi iti liliatim gameerma mu ziimriliim gisguza gal ana dutu useluti
bu-lu-ut zi-ga zabar ni-su mu-ka-an-ni-si-im sa iti 9-kam iš-tu re-es iti a-ra-hi-im a-di iti li-li-a-tim ga-me-er-ma mu zi-im-ri-li-im gis-gu-za gal a-na dutu û-se-lu-ti,"ventilation of bronze expenditures, under the responsibility of Mukannisum, covering 9 months, from the end of month I until month IX inclusive, year ZL 4'.",akkadian-translation.csv,buluut ziga zabar nisu mukaannisiim sa iti 9kam istu rees iti arahiim adi iti liliatim gameerma mu ziimriliim gisguza gal ana dutu useluti
"dšà-zi ue/eu/ue/ew/we le/ew""",May Shazi smash his head.,akkadian-translation.csv,dsazi ueeuueewwe leew
"dšà-zi ue/eu/ue/ew/we le/ew""""",May Shazi smash his head,akkadian-translation.csv,dsazi ueeuueewwe leew
É Áš-du ù wa-ar-kà-sà ša ša-lim-A-šùr,Ašdu’s house and its legacy belongs to šalim-Aššur.,akkadian-translation.csv,e asdu u waarkasa sa salimasur
É áš-du ù wa-ar-kà-sà ša ša-lim-a-šùr,Ašdu's house and its legacy (now) belongs to Šalim-Aššur.,phucthaiv02_oa_sentences.csv,e asdu u waarkasa sa salimasur
É šál-ma-A-šùr a-na a-wa-tim : né-ru-ub-ma um-ma šál-ma-A-šùr-ma,"We entered šalim-Aššur’s house to settle the case, and šalim-Aššur said:",akkadian-translation.csv,e salmaasur ana awatim neruubma umma salmaasurma
É šál-ma-a-šùr a-na a-wa-tim né-ru-ub-ma um-ma šál-ma-a-šùr-ma,"We entered Šalma-Aššur's house for legal proceedings, and Šalma-Aššur said:",phucthaiv02_oa_sentences.csv,e salmaasur ana awatim neruubma umma salmaasurma
e-lá-nu-kà [a-b]u-kà lá i-šu,since your father has nobody but you.,akkadian-translation.csv,elanuka abuka la isu
e-lá-nu-kà a-bu-kà lá i-šu,since your father has nobody but you.,phucthaiv02_oa_sentences.csv,elanuka abuka la isu
En-um-A-š[ùr] ù A-lu-wa : lu-uk-ta-i-[nu-šu],Let Ennam-Aššur and Aluwa confirm (it to) him.,akkadian-translation.csv,enumasur u aluwa luuktainusu
en-um-a-šùr ù a-lu-wa lu-uk-ta-i-nu-šu,Let Ennam-Aššur and Aluwa confirm (it to) him.,phucthaiv02_oa_sentences.csv,enumasur u aluwa luuktainusu
I-dí-Sú-in ki-ma a-ha-tí-šu a-hi-šu ù a-ha-at a-bi-šu I-dí-Sú-in it-ma,"Iddin-Suen swore on behalf of his sister, his brother and his father’s brother.",akkadian-translation.csv,idisuin kima ahatisu ahisu u ahaat abisu idisuin itma
i-dí-sú-in ki-ma a-ḫa-tí-šu a-ḫi-šu ù a-ḫa-at a-bi-šu i-dí-sú-in it-ma,"Iddin-Suen swore on behalf of his sister, his brother and his father's sister.",phucthaiv02_oa_sentences.csv,idisuin kima ahatisu ahisu u ahaat abisu idisuin itma
IGI A-šùr-ba-ni DUMU Kur-bi-a-a IGI Iš-me-DINGIR IGI I-dí-Ku-bi-im,"Witnessed by Aššur-bªni son of Kurbiya, by Išme-ilum, by Iddin-K¥bum.",akkadian-translation.csv,igi asurbani dumu kurbiaa igi ismedingir igi idikubiim
IGI a-šùr-ba-ni DUMU kur-bi-a-a IGI iš-me-DINGIR IGI i-dí-ku-bi-im,"Witnessed by Aššur-bāni son of Kurbiya, by Išme-ilum, by Iddin-Kūbum.",phucthaiv02_oa_sentences.csv,igi asurbani dumu kurbiaa igi ismedingir igi idikubiim
IGI A-šùr-i-mì-tí DUMU Du-dí-ki IGI Tù-ur-a-a DUMU Ú-zu-a IGI En-na-Sú-in DUMU I-dí-a-bi-im,"Witnessed by Aššur-imitt‰ son of Dudiki, by T¥raya son of Uzuwa, by Enna-Suen son of Iddin-abum.",akkadian-translation.csv,igi asurimiti dumu dudiki igi tuuraa dumu uzua igi ennasuin dumu idiabiim
IGI a-šur-i-mì-tí DUMU du-dí-ki IGI tù-ur-a-a DUMU ú-zu-a IGI en-na-sú-in DUMU i-dí-a-bi-im,"Witnessed by Aššur-imittī son of Dudiki, by Tūraya son of Uzuwa, by Enna-Suen son of Iddin-abum.",phucthaiv02_oa_sentences.csv,igi asurimiti dumu dudiki igi tuuraa dumu uzua igi ennasuin dumu idiabiim
IGI A-šùr-i-mì-tí DUMU Du-dí-ki IGI Tù-ur-A-šùr DUMU Ú-zu-a IGI En-na-Sú-in,"Witnessed by Aššur-imitt‰ son of Dudiki, by T¥r-Aššur son of Uzuwa, by Enna-Suen.",akkadian-translation.csv,igi asurimiti dumu dudiki igi tuurasur dumu uzua igi ennasuin
IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI tù-ur-a-šùr DUMU ú-zu-a IGI en-na-sú-in,"Witnessed by Aššur-imittī son of Dudiki, by Tūr-Aššur son of Uzuwa, by Enna-Suen.",phucthaiv02_oa_sentences.csv,igi asurimiti dumu dudiki igi tuurasur dumu uzua igi ennasuin
IGI A-šùr-ma-lik DUMU A-lá-hi-im IGI A-šùr-i-mì-tí DUMU I-ku-pí-Ištar IGI En-na-Sú-in DUMU šu-Ištar,"Witnessed by Aššur-malik son of Alinahum, by Aššur-imitt‰ son of Ik¥n-p‰-Ištar, by Enna-Suen son of šu-Ištar.",akkadian-translation.csv,igi asurmalik dumu alahiim igi asurimiti dumu ikupiistar igi ennasuin dumu suistar
IGI a-šùr-ma-lik DUMU a-lá-ḫi-im IGI a-šùr-i-mì-tí DUMU i-ku-pí-IŠTAR IGI en-na-sú-in DUMU šu-IŠTAR,"Witnessed by Aššur-malik son of Ali-ahum, by Aššur-imittī son of Ikūn-pī-Ištar, by Enna-Suen son of Šu-Ištar.",phucthaiv02_oa_sentences.csv,igi asurmalik dumu alahiim igi asurimiti dumu ikupiistar igi ennasuin dumu suistar
IGI A-ta-ta IGI A-šùr-ma-lik IGI En-na-nim,"Witnessed by Atata, by Aššur-malik, by Ennªnum.",akkadian-translation.csv,igi atata igi asurmalik igi ennanim
IGI a-ta-ta IGI a-šùr-ma-lik IGI en-na-nim,"Before Atata, before Aššur-malik, before Ennānum.",phucthaiv02_oa_sentences.csv,igi atata igi asurmalik igi ennanim
IGI dMAR.TU-ba-ni DUMU Ma-na-na IGI A-šùr-i-dí DUMU Mu-mu-lá-nim IGI šu-Ku-bi-im DUMU A-šùr-i-dí IGI šu-ma-li-ba-A-šùr DUMU Ku-us-ku-sí-im,"Witnessed by Amurrum-bªni son of Ma-nana, by Aššur-id‰ son of Mumulªnum, by šu-K¥bum son of Aššur-id‰, by šumma-libba-Aššur son of Kuskusum.",akkadian-translation.csv,igi dmartubani dumu manana igi asuridi dumu mumulanim igi sukubiim dumu asuridi igi sumalibaasur dumu kuuskusiim
IGI (d)MAR.TU-ba-ni DUMU ma-na-na IGI a-šùr-i-dí DUMU mu-mu-lá-nim IGI šu-ku-bi-im DUMU a-šùr-i-dí IGI šu-ma-li-ba-a-šùr DUMU ku-us-ku-sí-im,"Witnessed by Amurrum-bāni son of Manana, by Aššur-idī son of Mumulānum, by Šu-Kūbum son of Aššur-idī, by Šumma-libba-Aššur son of Kuskusum.",phucthaiv02_oa_sentences.csv,igi dmartubani dumu manana igi asuridi dumu mumulanim igi sukubiim dumu asuridi igi sumalibaasur dumu kuuskusiim
IGI E-nu-um-We-er DUMU šu-da-a IGI I-lá-áš-ra-ni DUMU Sú-kà-li-a IGI En-na-Sú-in DUMU I-dí-a-bi-im IGI DUMU A-bu-bu ta-ar-dí-im,"Witnessed by Ennam-W®r son of šudaya, by Il-ašrann‰ son of Sukalliya, by Enna-Suen son of Iddin-abum, by Ab¥bu’s younger son.",akkadian-translation.csv,igi enuumweer dumu sudaa igi ilaasrani dumu sukalia igi ennasuin dumu idiabiim igi dumu abubu taardiim
IGI e-nu-um-we-er DUMU šu-da-a IGI i-lá-áš-ra-ni DUMU sú-kà-li-a IGI en-na-sú-in DUMU i-dí-a-bi-im IGI DUMU a-bu-bu ta-ar-dí-im,"Witnessed by Ennam-Wēr son of Šudaya, by Il-ašrannī son of Sukalliya, by Enna-Suen son of Iddin-abum, by Abūbu's younger son.",phucthaiv02_oa_sentences.csv,igi enuumweer dumu sudaa igi ilaasrani dumu sukalia igi ennasuin dumu idiabiim igi dumu abubu taardiim
IGI GÍR ša A-šùr ší-bu-tí a-dí-in,We gave our testimony before the dagger of (the god) Ashur.,akkadian-translation.csv,igi gir sa asur sibuti adiin
IGI GÍR ša A-šur ší-bu-tí a-dí-in,and before Aššur's dagger I gave my testimony.,akkadian-translation.csv,igi gir sa asur sibuti adiin
IGI GÍR ša A-šur ší-bu-tí-ni nì-dí-in,We gave the document regarding our testimony in the presence of the dagger of the god Ashur.,akkadian-translation.csv,igi gir sa asur sibutini nidiin
IGI GÍR ša A-šùr ší-bu-tí-ni ni-dí-in,and we gave our testimony before the dagger of Aššur.,akkadian-translation.csv,igi gir sa asur sibutini nidiin
IGI Ha-nu-nu šu-Ištar ù A-šur-ma-lik a-wa-tí-ší-na ag-mu-ur-ma,"I have concluded their matter with Hanunu, šu-Ištar and Aššur-malik as witnesses",akkadian-translation.csv,igi hanunu suistar u asurmalik awatisina agmuurma
IGI ḩa-nu-nu šu-IŠTAR ù a-šur-ma-lik a-wa-tí-ší-na ag-mu-ur-ma,"I have concluded their matter with Hanunu, Šu-Ištar and Aššur-malik as witnesses,",phucthaiv02_oa_sentences.csv,igi hanunu suistar u asurmalik awatisina agmuurma
IGI Ku-zi-zi-a IGI En-um-A-šùr DUMU Ba-ba-a,"Witnessed by Kuziziya, by Ennam-Aššur son of Babaya.",akkadian-translation.csv,igi kuzizia igi enumasur dumu babaa
IGI ku-zi-zi-a IGI en-um-a-šùr DUMU ba-ba-a,"Witnessed by Kuziziya, by Ennam-Aššur son of Babaya.",phucthaiv02_oa_sentences.csv,igi kuzizia igi enumasur dumu babaa
IGI MAR.TU-/ba-ni IGI Pu-šu-ki-in,"Witnessed by Amurrum-bªni, by P¥šu-k®n.",akkadian-translation.csv,igi martubani igi pusukiin
IGI MAR.TU-ba-ni IGI pu-šu-ki-in,"Witnessed by Amurrum-bāni, by Pūšu-kēn.",phucthaiv02_oa_sentences.csv,igi martubani igi pusukiin
IGI Puzur4-A-sur IGI En-na-nim,"Before Puzur-Assur, before Ennanum.",akkadian-translation.csv,igi puzur4asur igi ennanim
IGI Pu<zur4>-A-šur IGI En-na-nim,"Witnessed by Puzur-Aššur, by Ennªnum.",akkadian-translation.csv,igi puzur4asur igi ennanim
ih-da-ma A-lam mu-ùh-ra-ma ma-lá ik-ri-bu ša A-šùr lá i-ha-li-qú-ni ep-ša-ma,Take care to confront the City and act so that the votive offerings for Aššur are not lost,akkadian-translation.csv,ihdama alam muuhrama mala ikribu sa asur la ihaliquni epsama
ih-da-ma a-lam mu-ùh-ra-ma ma-lá ik-ri-bu ša a-šùr lá i-ha-li-qú-ni ep-ša-ma,Take care to confront the City and act so that the votive offerings for Aššur are not lost;,phucthaiv02_oa_sentences.csv,ihdama alam muuhrama mala ikribu sa asur la ihaliquni epsama
i-lâ-am e-ri-is-ma a-na i-li-im is-ku-un-su-nu-ma,He requested a container and then he placed them into the container.,akkadian-translation.csv,ilaam eriisma ana iliim iskuunsunuma
i-lá-am e-ri-iš-ma a-na i-li-im iš-ku-un-šu-nu-ma,He asked for a container and he put them in the container;,akkadian-translation.csv,ilaam eriisma ana iliim iskuunsunuma
i-lá-am e-ri-iš-ma a-na i-li-im iš-ku-un-šu-nu-ma ú Sú-e-a ik-nu-uk-ma i-la-am uš-té-ri-bu,He asked for a container and he put them in the container; Sueyya sealed (it) and they brought in the container (š®rubum).,akkadian-translation.csv,ilaam eriisma ana iliim iskuunsunuma u suea iknuukma ilaam usteribu
i-la-am e-ri-is-ma a-na i-li-im is-ku-un-su-nu-ma u Su-e-a ik-nu-uk-ma i-la-am us-te-ri-bu,He asked for a container and he put them in the container; Sueyya sealed (it) and they brought the container into the house.,akkadian-translation.csv,ilaam eriisma ana iliim iskuunsunuma u suea iknuukma ilaam usteribu
i-na ha-ra-nim ni-mì-hi-ir-ma um-ma a-na-ku-ma KÙ.BABBAR ša a-dí-na-ku-ni dí-nam,"We then met on the road, and I said: ‘give me the money that I gave you’",akkadian-translation.csv,ina haranim nimihiirma umma anakuma kubabbar sa adinakuni dinam
i-na ha-ra-nim ni-mì-hi-ir-ma um-ma a-na-ku-ma KÚ.BABBAR ša a-dí-na-ku-ni dí-nam,"We met on the road, and I said: “Give me the silver I gave to you.”",akkadian-translation.csv,ina haranim nimihiirma umma anakuma kubabbar sa adinakuni dinam
i-na lu-qú-tim a-ni-tim : qá-tí : ša-zu-za-at a-bi-ni i-ta-dí-nu : ni-a-tí-ma,A claim to these goods has been made by our father's agents.,akkadian-translation.csv,ina luqutim anitim qati sazuzaat abini itadinu niatima
i-na lu-qú-tim a-ni-tim qá-tí ša-zu-za-at a-bi-ni i-ta-dí-nu ni-a-tí-ma,A claim to these goods has been made against us by our father's agents.,phucthaiv02_oa_sentences.csv,ina luqutim anitim qati sazuzaat abini itadinu niatima
i-na ri-is SIG.HI.A sa i-sa-qu-lu-su-ni 6 2/3 ma-na KB li-ti SIG5 I-li-dan DUMU I-di-A-sur a-na En-um-A-sur i-sa-qal,From the capital on the wool that they are going to pay Ili-dan shall give 6 2/3 mi-nas of good litu-silver to Ennam-Assur.,akkadian-translation.csv,ina riis sighia sa isaqulusuni 6 23 mana kb liti sig5 ilidan dumu idiasur ana enumasur isaqal
i-na ri-iš SÍG.HI.A ša i-ša-qú-lu-šu-ni 6 2/3 ma-na KB li-tí SIG5 Ì-lí-dan DUMU I-dí-A-šur a-na En-um-A-šur i-ša-qal,From the capital on the wool that they are going to pay Il‰-dan shall give 6 2/3 minas of good litu-silver to Ennam-Aššur.,akkadian-translation.csv,ina riis sighia sa isaqulusuni 6 23 mana kb liti sig5 ilidan dumu idiasur ana enumasur isaqal
i-na Tù-úh-pì-a a-dí-ší-im …,I gave her in Tuhpiya …,akkadian-translation.csv,ina tuuhpia adisiim
i-na Tù-úh-pì-a a-dí-ší-im,I gave her in Tuhpiya.,akkadian-translation.csv,ina tuuhpia adisiim
i-na Wa-áš-ha-ni-a 6 1/2 GÍN AN.NA ni-is-ha-tim e-kál-lam! il5-qé,In Wašhaniya the palace took 6 1/2 shekels of tin as nishātum-tax.,akkadian-translation.csv,ina waashania 6 12 gin anna niishatim ekallam il5qe
i-na Wa-áš-ha-ni-a 6 1/2 GÍN AN.NA ni-is-ha-tim e-kál-LAM il5-qé,in Wašhaniya; the palace took 6 1/2 shekels of tin as import duty,akkadian-translation.csv,ina waashania 6 12 gin anna niishatim ekallam il5qe
iš-tí A-ba-ba ta-ma-ku,I have been sworn together with Ababa.,akkadian-translation.csv,isti ababa tamaku
iš-tí a-ba-ba ta-ma-ku,I have sworn together with Ababa.,phucthaiv02_oa_sentences.csv,isti ababa tamaku
[i]š-tí KÙ.B. uk-ta-al,he is held by the silver.,akkadian-translation.csv,isti kub uktaal
iš-tí KÙ.B uk-ta-al,He is held personally liable with the silver.,akkadian-translation.csv,isti kub uktaal
iš-tù ha-mu-uš-tim ša Kar-ri-a a-na 36 ha-am-ša-tim i-ša-qal,Reckoned from the week of Karriya he must pay in 36 weeks.,akkadian-translation.csv,istu hamuustim sa karria ana 36 haamsatim isaqal
iš-tù ḫa-mu-uš-tim ša kàr-ri-a a-na 36 ḫa-am-ša-tim i-ša-qal,"He will pay in 36 weeks, starting from the week-eponymy of Karriya.",phucthaiv02_oa_sentences.csv,istu hamuustim sa karria ana 36 haamsatim isaqal
iš-tù ha-mu-uš-tim ša Li-ba-a a-na 13 ha-am-ša-tim i-ša-qál,Reckoned from the week of Libbaya he must pay in 13 weeks.,akkadian-translation.csv,istu hamuustim sa libaa ana 13 haamsatim isaqal
iš-tù ḫa-mu-uš-tim ša li-ba-a a-na 13 ḫa-am-ša-tim i-ša-qal,Reckoned from the week of Libbaya he must pay in 13 weeks.,phucthaiv02_oa_sentences.csv,istu hamuustim sa libaa ana 13 haamsatim isaqal
is-tù SAG ku-st-im sa LUGAL-ki-in UGULA bé-li-ni,"From the beginning of the reign of Sargon, the overseer, our lord.",akkadian-translation.csv,istu sag kustim sa lugalkiin ugula belini
[i]š-tù SAG ku-st-im sa LUGAL-ki-in UGULA bé-li-ni,"From the beginning of the reign of Sargon, our lord Overseer.",akkadian-translation.csv,istu sag kustim sa lugalkiin ugula belini
ITI.KAM Ku-zal-li li-mu-um A-sur-i-di,"In the month Kuzallu, eponymy of Assur-iddin.",akkadian-translation.csv,itikam kuzalli limuum asuridi
[ITI.KA]M Ku-zal-li : li-mu-um [A-šur-]i-dí,"Month Kuzallu, eponymy Aššur-id‰.",akkadian-translation.csv,itikam kuzalli limuum asuridi
i-zi-iz i-na GÍR ša A-šur ta-am-a-am,"Stand up, swear to me by the dagger of divine Aššur:",akkadian-translation.csv,iziiz ina gir sa asur taamaam
i-zi-iz i-na gir ša A-sur ta-am-a-am,Present yourself and swear by the dagger of Ashur!,akkadian-translation.csv,iziiz ina gir sa asur taamaam
kà-ru-um : e-mu-uq-šu,The colony is his executive power.,akkadian-translation.csv,karuum emuuqsu
kà-ru-um e-mu-uq-šu,The colony is his authority.,published_texts_sentences.csv,karuum emuuqsu
ki-ma a-wi-lu-tí-kà e-pu-uš-ma,act according to your gentlemanly manner,akkadian-translation.csv,kima awilutika epuusma
ki-ma a-wi-lu-ti-kà e-pu-uš-ma,Act according to your gentlemanly manner,akkadian-translation.csv,kima awilutika epuusma
ki-ma lá-am-ni-iš e-ta-na-pu-šu iš-tù Na-ah-ri-a tí-i-ir-tí A-šur-ma-lik DUMU šu-Ištar i-li-kam,Since he keeps behaving in an evil manner a message from Aššur-malik son of šu-Ištar came from Nahriya.,akkadian-translation.csv,kima laamniis etanapusu istu naahria tiiirti asurmalik dumu suistar ilikam
ki-ma lá-am-ni-iš e-ta-na-pu-šu iš-tù na-ah-ri-a tí-i-ir-tí a-šur-ma-lik DUMU šu-IŠTAR i-li-kam,"Since he keeps behaving in an evil manner, a message from Aššur-malik son of Šu-Ištar came from Nahriya.",phucthaiv02_oa_sentences.csv,kima laamniis etanapusu istu naahria tiiirti asurmalik dumu suistar ilikam
ki-ma me-er-e šál-ma-A-šur a-na qá-ta-tim a-da-ku-nu,Representing the sons of šalim-Aššur I hand you over to guarantors.,akkadian-translation.csv,kima meere salmaasur ana qatatim adakunu
ki-ma me-er-e šál-ma-a-šur a-na qá-ta-tim a-da-ku-nu,Representing the sons of Šalim-Aššur I hand you over to guarantors.,phucthaiv02_oa_sentences.csv,kima meere salmaasur ana qatatim adakunu
ki-ma šu-A-num DUMU I-na-Sú-en6 i-du-ki-ni,because šu-Anum son of Enna-Suen has 'treated me badly' (lit. killed me),akkadian-translation.csv,kima suanum dumu inasuen6 idukini
ki-ma Su-A-num DUMU I-na-Su-en6 i-du-ki-ni,because Su-Anum son of Enna-Suen has treated me badly (lit. killed me),akkadian-translation.csv,kima suanum dumu inasuen6 idukini
KIšIB A-šur-e-mu-qí KIšIB En-nam-A-šùr DUMU Me-na-a KIšIB I-dí-a-bi-im,"Seal of Aššur-em¥q‰, seal of Ennam-Aššur son of Menaya, seal of Iddin-abum.",akkadian-translation.csv,kisib asuremuqi kisib ennamasur dumu menaa kisib idiabiim
KIŠIB a-šur-e-mu-qí KIŠIB en-nam-a-šùr DUMU me-na-a KIŠIB i-dí-a-bi-im,"Seal of Aššur-emūqī, seal of Ennam-Aššur s. of Menaya, seal of Iddin-abum.",phucthaiv02_oa_sentences.csv,kisib asuremuqi kisib ennamasur dumu menaa kisib idiabiim
KÙ.B. i-qá-qá-ad šál-mì-šu-[nu ú] ke-ni-šu-nu ra-ki-is,Who of them is financially sound and available is liable for the silver.,akkadian-translation.csv,kub iqaqaad salmisunu u kenisunu rakiis
KÙ.B i-qá-qá-ad šál-mì-šu-nu ù ke-ni-šu-/nu ra-ki-is,The silver is bound to the head of their solvent and reliable ones.,akkadian-translation.csv,kub iqaqaad salmisunu u kenisunu rakiis
KÙ.B. ša-áš-qí-lá,"Make people pay the silver,",akkadian-translation.csv,kub saasqila
KÙ.B sa-as-qi-la,Make (them) pay the silver.,akkadian-translation.csv,kub saasqila
KÙ.B. ša-áš-qí-lá-šu-ma war-kà-tám li-li-kam-ma iš-tí-ni li-iz-ku,still make him pay the silver and let him come here afterwards in order to clear accounts with us.,akkadian-translation.csv,kub saasqilasuma warkatam lilikamma istini liizku
KÙ.B sa-as-qi-la-su-ma war-kà-tam li-li-kam-ma is-ti-ni li-iz-ku,you must make him pay the silver. Let him come here later and settle accounts with us.,akkadian-translation.csv,kub saasqilasuma warkatam lilikamma istini liizku
lá li-bi DINGIR-ma ša-tám iš-té-et sú-ku-ur-tum i-ší-ki-in-ma qá-dí-ma DUMU A-šùr šu-um-šu ú né-nu ni-tám-sà-ar,"Alas, there has been blockade (lasting) an entire year, and all Assyrians, including us, have been detained",akkadian-translation.csv,la libi dingirma satam isteet sukuurtum isikiinma qadima dumu asur suumsu u nenu nitamsaar
lá li-bi DINGIR-ma : ša-tám iš-té-et : sú-ku-ur-tum i-ší-ki-in-ma : qá-dí-ma DUMU A-šùr : šu-um-šu : ú né-nu ni-tám-sà-ar.,a blockade had been imposed on all ‘Assyrians’ and that they were withheld at their location in Anatolia.,akkadian-translation.csv,la libi dingirma satam isteet sukuurtum isikiinma qadima dumu asur suumsu u nenu nitamsaar
lá ri-ig-ma[-tum] [ší-bu-tum],This is not a complaint but a testimony.,akkadian-translation.csv,la riigmatum sibutum
lá ri-ig-ma-tum ší-bu-tum,"This is not a formal court case, it is a statement before witnesses.",akkadian-translation.csv,la riigmatum sibutum
lá ša ú-ší-ru : ù lá ša ú-ta-e-ru i-ša-ri-iq-šum,It shall be taken away by force (from) the one who does not release or return.,akkadian-translation.csv,la sa usiru u la sa utaeru isariiqsum
lá ša ú-ší-ru ù lá ša ú-ta-e-ru i-ša-ri-iq-šum,He will have stolen from him whatever he does not release or return.,published_texts_sentences.csv,la sa usiru u la sa utaeru isariiqsum
lá ta-ša-lá-aṭ,"Do not act highhandedly,",akkadian-translation.csv,la tasalaat
la ta-ša-lá-at,Do not act rashly.,akkadian-translation.csv,la tasalaat
lá ta-ša-lá-aṭ,Do not act highhandedly.,phucthaiv02_oa_sentences.csv,la tasalaat
La-qé-pu-um i-na lá i-dim i-šé-a-ni,Lª-q®pum sues me without reason,akkadian-translation.csv,laqepuum ina la idim iseani
la-qé-pu-um i-na lá i-dim i-šé-a-ni,Lā-qēpum sues me without reason.,phucthaiv02_oa_sentences.csv,laqepuum ina la idim iseani
Li-ba-a a%-ba-at-ma um-ma a-na-ku-ma a-bar-ni-am ša I-ku-pí-a i-na Za-al-pá e-zi-ba-ku-ni a-na ma-nim té-zi-ib,"I seized Libbªya and I said, ""To whom did you leave the abarnium-textile which Ik¥n-p‰ya left you in Zalpa?""",akkadian-translation.csv,libaa abaatma umma anakuma abarniam sa ikupia ina zaalpa ezibakuni ana manim teziib
Li-ba-a a~-ba-at-ma um-ma a-na-ku-ma a-bar-ni-am sa I-ku-pi-a i-na Za-al-pa e-zi-ba-ku-ni a-na ma-nim te-zi-ib,"I seized Libbaya and I said, ""To whom did you leave the abarniu-textile, which Ikiin-pTya left with you in Zalpa?""",akkadian-translation.csv,libaa abaatma umma anakuma abarniam sa ikupia ina zaalpa ezibakuni ana manim teziib
[li]-mu-um DINGIR-šu-GAL DUMU Ba-zi-a,The eponymy of Ilšu-rabi son of Baziya.,akkadian-translation.csv,limuum dingirsugal dumu bazia
li-mu-um DINGIR-šu-GAL DUMU ba-zi-a,The eponym is Ilšu-rabi son of Baziya.,phucthaiv02_oa_sentences.csv,limuum dingirsugal dumu bazia
me-he-er ṭup-pì-ni a-na kà-ar kà-ar-ma ú wa-bar-ra-tim šé-bi4-lá,Send a copy of (this) letter of ours to every single colony and to all the trading stations.,akkadian-translation.csv,meheer tuppini ana kaar kaarma u wabarratim sebi4la
me-he-er tup-pi-ni a-na kà-ar kà-ar-ma u wa-bar-ra-tim se-bi4-la,Send a copy of our tablet to each and every colony and station.,akkadian-translation.csv,meheer tuppini ana kaar kaarma u wabarratim sebi4la
mì-ma a-nim : a-dí a-wa-tim ša É a-bi-ni kà-ša-dim ú-ga-me-er,All this I have paid in order to conclude the matter of our father's house.,akkadian-translation.csv,mima anim adi awatim sa e abini kasadim ugameer
mì-ma a-nim a-dí a-wa-tim ša É a-bi-ni kà-šá-dim ú-ga-me-er,All this I have paid in order to conclude the matter of our father's house.,phucthaiv02_oa_sentences.csv,mima anim adi awatim sa e abini kasadim ugameer
mì-ma a-nim i-na Du-ur-hu-mì-it i-ba-ší,all this is available in Durhumit.,akkadian-translation.csv,mima anim ina duurhumiit ibasi
mì-ma a-nim i-na du-ur-ḫu-mì-it i-ba-ší,All this is available in Durhumit.,phucthaiv02_oa_sentences.csv,mima anim ina duurhumiit ibasi
mì-ma a-nim ša-al-ti,All this constitutes my saltum,akkadian-translation.csv,mima anim saalti
mì-ma a-nim ša-al-ṭí,- all this is my available capital.,phucthaiv02_oa_sentences.csv,mima anim saalti
mì-šu me-tum mì-šu pá-ru-um,Why the death and defile?,akkadian-translation.csv,misu metum misu paruum
mi-su me-tum mi-su pa-ru-um,Why the death and insult?,akkadian-translation.csv,misu metum misu paruum
mì-šu ša áš-ta-na-me-ú-ma a-wa-at a-hi-ú-tim ta-áš-ta-na-me-ú,Why is it that I keep hearing that you always listen to what strangers say?,akkadian-translation.csv,misu sa astanameuma awaat ahiutim taastanameu
mì-šu ša áš-ta-na-me-ú-ma a-wa-at a-ḫi-ú-tim ta-áš-ta-na-me-ú,Why is it that I keep hearing that you always listen to what strangers say?,phucthaiv02_oa_sentences.csv,misu sa astanameuma awaat ahiutim taastanameu
mì-[šu ša] tám-kà-ru a-bi-ni s[í-k]i-ni ú-kà-lu,Why is it that our father's customers detain us?,akkadian-translation.csv,misu sa tamkaru abini sikini ukalu
mì-šu ša tám-kà-ru a-bi-ni sí-ki-ni ú-kà-lu,Why is it that our father's merchants detain us?,phucthaiv02_oa_sentences.csv,misu sa tamkaru abini sikini ukalu
