transliteration,translation,source_file
[tu]p-pf i-na a-ma-ri-im,When you see my letter.,akkadian-translation.csv
i-na li-ib-bi io g e. gur I ge.gu[r] a-na su1-1I—dEN.ZU dumu. é.dub.b[a.a] i-di-im-ma ka-ni-kam gu-[z]i-[ib],"From the 10 gur of barley, give 1 gur of barley to Silli-Sin, the military scribe, and let him issue a sealed document.",akkadian-translation.csv
[r]e-qii-ut-sii la i-tu-[ur-ra-am],He shall not return to me empty-handed.,akkadian-translation.csv
a-na dumu - z i m b i r k i qi-bi-ma,Speak to Mar-Sippar.,akkadian-translation.csv
um-ma hu-za-lum-ma,Thus (says) Huzalum.,akkadian-translation.csv
a-na mu-gi-turn qi-bi-ma,Speak to Mugitum.,akkadian-translation.csv
um-ma dumu—er-se-tim e n s i 2.X,"Thus (says) Mar-ersetim, the tenant farmer.",akkadian-translation.csv
se-a-am ga i-na-di-nu-ki-im mu-uh-ri-im-ma,Receive the barley that they will give you.,akkadian-translation.csv
u4 um se-a-am i-na-ad-di-nu-ki ku-ki-im-ma su-bi-lim,"As soon as they give you the barley, seal it and send it to me.",akkadian-translation.csv
se-a-am a-na-di-in,I will give barley.,akkadian-translation.csv
d u t u ù dda-gan da-ri-is u4 mi a-hi ka-ta 1i-ba-a1 li-ti,"May Shamash and Dagan keep you, my brother, alive forever.",akkadian-translation.csv
id a-la-kam i-ip-pé-sa-am,The river is flowing forth.,akkadian-translation.csv
mu-û ma-a-du,Much water is coming.,akkadian-translation.csv
nam-ka-ri sa a-na ambar sa-ak-nu pu-ut-ti-i-ma ambar sa i-ta-at UD.UNU.ki me-e mu-ul-li,"Open the irrigation canals which are placed towards the swamp, and fill the swamp around Larsa with water!",akkadian-translation.csv
a-nu-um-ma a-wi-le-e eb-bu-tim a-na u8.udu.hi.a sa li-tim ki.ta su-ub-qu-mi-im u-wa-e-ra-am-ma at-tar-dam,I have now sent trustworthy men there with the order to have the sheep of the lower province shorn.,akkadian-translation.csv
dub-pi an-ni-a-am i-na a-ma-ri-im a-na UD.UNU.ki a-li-ik,"Upon reading this letter of mine, go to Larsa!",akkadian-translation.csv
it-ti lu.mes sa a-na zu.si.ga e-si-hu i-zi-iz-ma zu.si.ga su-ub-qi-im,Act together with the men whom I have assigned for the shearing and have the shearing carried out!,akkadian-translation.csv
bùr. 2 iku a.sà-um us.sa.DU id isu-si GAR.ta sa bàd—ku-du-ur—ma-bu-uk.ki si-im-ti—ru-du-uk is-tu pa-na-nu-um-ma sa-bi-iz-zu,"Simti-Ruduk has already held since former times a field of two hufen, bordering on the canal, of sixty rods each, in Dur-Kudur-mabuk.",akkadian-translation.csv
a-pil-1-li-su a-na a.sà-im su-a-ti la i-te4-eh-hi,Apil-ilisu shall not touch that field!,akkadian-translation.csv
ib-ni—dmar.tu ugula muhaldim.mes ki-a-am iq-bi-a-am um-ma su-ma 20 muhaldim.mes lu é.duru5-sul.gi.ki.mes sa qa-ti-ia a.sà-am u-ul sa-ab-tu,"Ibni-Amurrum, the overseer of the cooks, told me the following: 'Twenty cooks, men from Eduru-Sulgi under my supervision, do not hold a field in possession'.",akkadian-translation.csv
sum-ma ki-ma ib-ni—dmar.tu iq-bi-a-am 20 muhaldim.mes lu é.duru5-sul.gi.ki sa qa-ti ib-ni—dmar.tu a.sà-am la sa-ab-tu i-na a.sà-im sa re-es é.gal-im u-ka-al-lu a-na 20 mu haldim.mes lu é.duru5-sul.gi.ki.mes nig.su ib-ni—dmar.tu ki-ma muhaldim.mes a-li-ik i-di-su-nu a.sà-am i-di-is-su-nu-si-im,"If it is as Ibni-Amurrum told me, that twenty cooks from Eduru-Sulgi under Ibni-Amurrum's supervision do not hold a field, then give from the field which is at the disposal of the palace to the twenty cooks from Eduru-Sulgi under Ibni-Amurrum's supervision, as much field as for the cooks, their colleagues!",akkadian-translation.csv
am-mi-i-ni a-ah-ka ta-ad-di,Why have you become idle?,akkadian-translation.csv
a-na-ku an-ni-ki-a-am su-um-ru-sa-ku,I am here in great difficulty.,akkadian-translation.csv
tu-uk-su-um si-il-1a-su,His protection is a shield for me.,akkadian-translation.csv
um-ma be-le-et-ka-ma,Thus says your lady.,akkadian-translation.csv
wa-ar-ka-at hi-ib-1e ti-su pu-ru-us-ma,Investigate the matter of the damage he suffered.,akkadian-translation.csv
la-ma a-na se-er bé-1i-su il-li-ka-am-ma bé-e1-su il-lam-mi-du,Before he comes here to his lord and informs his lord!,akkadian-translation.csv
um-ma a-na-ku-i -[nra] um-mi ù a-li —a-hi i-na k A- dingir . r a ki i-il-la-ku-ni-im-ma a-wa-ti-ia i-im-ma-ru,Thus I declared: My mother and Ali-ahi will come from Babylon and look after my affairs.,akkadian-translation.csv
al-ka-am-ma a-wa-ti-ia a-mu-ur-ma rrik-sn-ü-a ma ah-ri i-ka 1i-is-sa-ak-nu-ma,Come and look after my affairs! Let my contracts be presented to you!,akkadian-translation.csv
sü-ba-at e-ez-zi-ka 1i-it-ba-as-S[i],Then put on the garment of your anger!,akkadian-translation.csv
ki-ma a-ha-am i-su-ii-nra la i-a-hu-di-a-ku li-mu-ur,Let him see that I have a brother and that I am not alone!,akkadian-translation.csv
ù we-ri-a-am le-qf-a-am,"Furthermore, receive the copper for me!",akkadian-translation.csv
k ù. b a b b a r ù mi-im-ma hi-si ih-ti ka [t]u-se-il- qf-ka,I will see to it that you receive silver and everything you need!,akkadian-translation.csv
[s]i-ip-ra-am tit-ul a-qi-im-ma [Ni-zA-at [s]u-mi-ki ti-ul Vc-§a]-bi-la-ak-ki,I did not trust the messenger and therefore sent you no 'remembrance of you'.,akkadian-translation.csv
[gum]-ma ib-ni— é . a ta-ta-ra-di-is-su hi-zA-at su-mi-ki ii-sa-ab-ba-la-ak-ki-im-ma,"If you send Ibn-Ea here, I will send you a 'remembrance of you'.",akkadian-translation.csv
la ta-ka-al-le-e-su tù-ur-di-is-su,Do not hold him back! Send him here!,akkadian-translation.csv
is-ta-na-ap-pa-ra-am-ma pa-ni-ia U-ul a-na-an-di-is-su,"He keeps writing to me, but I pay no attention to him.",akkadian-translation.csv
mi-im-ma la ta-na-an-zi-qâ-nim,Do not be annoyed with me at all!,akkadian-translation.csv
i-na hu-ud li-ib-bi-im nam-ru-tim si-ip d n i n .subur ù d n i n- s i 4 - a n. n a be-li-ia a-na-as-si-iq,"With a joyful heart and a bright face, I kiss the feet of Ilabrat and Nin-si-ana, my lords.",akkadian-translation.csv
zi-ib-ba-tarn ki-ma si-bu-tim ku-pi-da,Attend to the reservoir as needed.,akkadian-translation.csv
a-na a . s à s e gis . l e-pe-si-im ni-di a-hi-im la ta-ra-as-si-a,"Furthermore, do not be idle in the cultivation of the sesame field!",akkadian-translation.csv
te-e-em Phi-du-tum Sa pa-nu-Sa na[m]-r[u] su-up-ra-nim,"Send me news about Hidnutum, that she is well!",akkadian-translation.csv
sum-ma a-na l tz h u n. g â mi-im-ma ta-ha-as-si-ha s i g. h i. a sa k u S l u. i b pi-ti-a-ma id-na,"If you need anything for the hired workers, open the leather bag and give out the wool from it!",akkadian-translation.csv
a-na pi-i dub-pi-im sa ii-Sa-bi-la-ak-ku-nu-si-im a. s à. h i. a a-na r â. g a b. m e s pu-ul-ka ù si-ik-ka-az-zu-nu ma-ah-sa-Su-nu-si-im,"According to the wording of the tablet which I have sent you, mark out fields for the mounted messengers! Furthermore, drive in their pegs for them!",akkadian-translation.csv
a-na dutu-ha-zi-ir P dEN.ZU-mu-sa-lim tap-pé-Su-nu qi-bi-ma um-ma ha-am-mu-ra-bi-ma,"To Shamash-hazir, Sin-musallim and their companions speak: thus says Hammurabi.",akkadian-translation.csv
a-na uru x [x] x [B]I.ki a[1]-ka-ma a.sà-am an-ni-a-am sa a-na dutu-tukul-ti ta-pa-la-ka se-a-am mi-ki-is a.Sà-Su [i]t-ti e-tel-pi-d m a r d u k er-re-Si-su li-qi-a-ma a-na dut u-tukul-ti id-na,"Go to the town and take this field that you will mark out for Shamash-tukulti, and the barley, the share of the yield of his field, from his tenant Etel-pi-Marduk, and deliver them to Shamash-tukulti!",akkadian-translation.csv
a-[n]a dutu-ha-zi-ir ù tap-pé-e-su qi-bi-ma um-ma ha-am-mu-ra-bi-ma,To Shamash-hazir and his companions speak: thus says Hammurabi.,akkadian-translation.csv
Mir e s e 3 i k u a. s à a. g à r e-tel-lum li-ib-bu e[r-s]e-et mas.maS.e.ne.ki [1]a-[bi-i]r-ta-Su [sa x x] x ib-qû-ru-su [a-na x] x-dnin.subur PAPA [x] m[as].mas.e.ne.ki [x] m] i-li-d as a r i .1 û.hi te-er-ra,"Return the field of one and one-third bur, in the Etellum irrigation district within the territory of Masmasene, his old possession which was claimed from him, to the captain ...-Ilabrat of Masmasene, son of Silli-Asalluhi!",akkadian-translation.csv
a-na SALum-mi_ia qi-bi-ma um-ma SALru-ut-ti-ja-ma,To my mother speak: also (says) Ruttija:,akkadian-translation.csv
ag-gu-mi-ja lu ba-al-ta-ti,May you live for my sake.,akkadian-translation.csv
i-na k a r a r _d é . a ka-li-a-ku,In Kar-Ea I am held.,akkadian-translation.csv
P d n i n. s u b u r—a-bi i-li-ik-ma ù-ul iz-zi-za-am,Ninsubur-abi has gone away and has not come to my aid.,akkadian-translation.csv
k u b a b b a r su-up-ri-ma li-il-qû-ni-ki,Send me the silver and they shall fetch you.,akkadian-translation.csv
ma-ar-sa-ku-ma a-di i-na-an-na u-ul as-pu-ra-ki,"Because I was ill, I have not written to you until now.",akkadian-translation.csv
1 SAL sa-bi-tam i-na pi-i-ki a-na ma-ah-ri-ki at-tar-dam,Herewith I send the female brewer to you at your command.,akkadian-translation.csv
k u b a b b a r-i id-ni-si-im-ma,Give her my silver.,akkadian-translation.csv
[i-na l]a n-ku-ul-ti [la] a-ma-at,For lack of food I do not want to die!,akkadian-translation.csv
a-na be-li-ja qi-bi-ma um-ma In - d n i n. s i 4 . a n n a-ma,To my lord speak: also (says) Awil-Ninsianna:,akkadian-translation.csv
hi-tû-um ra-bu-um ib-ba-si,Great damage has occurred.,akkadian-translation.csv
a . s à-ka na-di,Your field is neglected.,akkadian-translation.csv
a . s à la i-ha-al-li-iq,Your field shall not perish.,akkadian-translation.csv
a-na Sa-pi-ri-ja qi-bi-ma um-ma i-bi—dEN.zu-ma,To my governor speak: thus (says) Ibbi-Sin:,akkadian-translation.csv
i-na tup-pi-j a a-na be-li-j a ki-a-am as-pu ra-am um-ma a-na-ku-ma,"In my letter I had written to my lord as follows: ""I...""",akkadian-translation.csv
ki-ma hu-rasAR be-li-ni ig-qâ-a-am,because the ...-plants of our lord had grown high,akkadian-translation.csv
i-na pi-ir si sa ma-te-e i-lu-nim-ma,Through their small breach they came up.,akkadian-translation.csv
a-na tu-uk-ki erim .1 û . k û r re-Sa-am li-ki-il,"For rumors about the enemy, it shall be ready.",akkadian-translation.csv
pi-ha-tu-su-nu la na-di-a,that their posts are not neglected.,akkadian-translation.csv
ki-a-am as-pu-ra-am,Thus I had written.,akkadian-translation.csv
35 Se.gur giS.bân.3 dmarduk a-na §u-mu—li-ib-Si e-ri-ib-ma am-ta-da-ad,"35 kur of barley, according to the three-sutu measure of Marduk, I have replaced for Shumu-libshi and measured out.",akkadian-translation.csv
ù s ag . k u d i-na z â.[ k i] s i b-Su ak-nu-uk-ma uS-ta-bi-lam,I have also sealed the remainder with its seal and had it brought to you.,akkadian-translation.csv
a-na Se-me-e be-li-j a aS-pu-ra-am,I have written to my lord so that he hears it.,akkadian-translation.csv
le-em-né-tim i-ta-na-pa-la-ni-in-ni,they will always answer me with evil things.,akkadian-translation.csv
[ù] Sum-Su i-na dub-pi [an]-ni-ki-a-am [s]a-k[i]-in,Also is his name here in the tablet entered.,akkadian-translation.csv
i-na a. sà-el dEN.[zu] la ta-na-ad-di-na [...],From the field of the Sin temple do not give it out!,akkadian-translation.csv
dub-pa-am sa tu-ub-la-nim a-mu-ur-ma,I have read the tablet that you brought to me.,akkadian-translation.csv
ki-a-am sa-te4 er,So it is written.,akkadian-translation.csv
a-na pi-i dub-pi an-ni-im sa tu-ki-in-na a-na é. a—ri-im—I-1I ki-i[n]-na-s[u]m,"According to the wording of this tablet which you have established, confirm (the field) for Ea-rim-ili!",akkadian-translation.csv
ù a-na a.sà-lim sa a-na diskur—ba-ni tu-ki-in-na ma-am-ma-an la i-te-eh-hi,"On the other hand, no one shall interfere with the field which you have confirmed for Adad-bani!",akkadian-translation.csv
b ù r. 2 i k u a. s à a-na ki-ma—a-hu-num e-[z]i-i[b],I left a field of two bur to Kima-ahum.,akkadian-translation.csv
i-na-an-na a . s à ib-ta-aq-ra-an-ni,Now he has claimed the field from me.,akkadian-translation.csv
a . s A.-am sa 1-11—ip-pa-al-sà-aln a.-[n]a 1-11—ip-pa-al-sà-am te-er-ra,So return the field of Ili-ippalsam to Ili-ippalsam!,akkadian-translation.csv
ù me-hi-ir dub-pi-ia su-bi-la-nim,"Furthermore, send me an answer to my letter!",akkadian-translation.csv
a-na d u t u—ha-zi-ir (2) ù tap-pé-e-su 3 qi-bi-ma,To Shamash-hazir and his colleagues speak:,akkadian-translation.csv
ki-a-am is-pur-am,That is what they wrote to me.,akkadian-translation.csv
a-na pi-i id ug.gim-du al-ka-ma,Go to the mouth of the Uggim-du canal.,akkadian-translation.csv
mi-im-ma si-ik-nam i-na pi-i id u g . g i m - d u la ta-sa-ak-ka-na,Then do not make any arrangement at the mouth of the Uggim-du canal!,akkadian-translation.csv
a. s à g ù. u n ki-in-na-su-nu-si-[im],Confirm their tax-field to them!,akkadian-translation.csv
pi-bi—d i s k u r l û g e s p u2 ki-a-am il-lam-mi-da-an-ni,The athlete Ibbi-Adad has brought the following to my attention:,akkadian-translation.csv
ba.al.gi ku6 . hâ ù nig.bûn.naku6.[hâ] a-na ki.sl.ga itu . i z i .NE. g a r ih-ha-ag-ge-hu,Raqqu and sheleppu turtles are needed for the funerary offering in the month of Ab.,akkadian-translation.csv
i-na pa-nu a-la-ki-ka ta-ra-am aq-bi-a-ku-um û ul ta-tu-ra-am,"Before your departure I had ordered you to return, but you did not return.",akkadian-translation.csv
g i g. m h. h â g-tu ge-er-ri-im is-ni-qâ.-ni-im,The ships have arrived to me from the trade journey.,akkadian-translation.csv
am-mi-nim g e g t i n th-ba-am la ta-ga-ma-am-ma la tu-ga-bi-lam,Why did you not buy sweet wine for me and not send it to me?,akkadian-translation.csv
g e g t i n th-ba-am gu-bi-lam,Let sweet wine be brought to me.,akkadian-translation.csv
ù at-ta a-na u 4 . I o. k a m al-ka-am-ma it-ti-ja na-an-mi-ir,"And furthermore, come yourself within 10 days and appear before me.",akkadian-translation.csv
ga ag-pu-ra-ak-kum la ta-ka-al-la-am,"What I have written to you, you shall not withhold from me.",akkadian-translation.csv
si-bu-tum ma-di-ig,The need (for it) is very (great)!,akkadian-translation.csv
i-na na-pi-ig-tim ta-na-ad-di-a-an-ni,Will you make life impossible for me?,akkadian-translation.csv
d Utu ù dinanna da-ri-ig u4 mi-im li-ba-al li-tù-ka,May Shamash and Inanna keep you alive forever.,akkadian-translation.csv
a-na dEN . zu—i-din-nam qi-bi-ma um-ma ba-am-mu—ra-bi-ma,To Sin-iddinam speak: thus says Hammurabi.,akkadian-translation.csv
et-lam da-an-nam-ma tû-ur-dam,Send me only strong men.,akkadian-translation.csv
u 4 . I . k am la i -la-ap-pa-tu-nim,They shall not be late by even one day.,akkadian-translation.csv
Ae-um a-Aar is-te-e[n-m]a Aa-pi-ik,The barley has been stored in one place.,akkadian-translation.csv
ki-a-am iq-bi-ma it-ta-la-ak,Thus he said to me and he has departed.,akkadian-translation.csv
ba-lum ib-ni-dMAR.TU rt-ul u[b-t]a[-a]r,"Without Ibni-Amurrum, it will not be established.",akkadian-translation.csv
sû-ba-ar ib-ni-dMAR.TU il-ul im-gur,The assistant of Ibni-Amurrum did not agree.,akkadian-translation.csv
istar ù dtaS-me-tum li-ba-al-li-ta-ki,May Ištar and Tašmētum keep you well!,akkadian-translation.csv
a-na te 4-mi sa ta-aS-pu-ri-im ma-di-is ah-du,I rejoiced greatly over the report that you sent to me.,akkadian-translation.csv
ma-ha-ar istar ù dtaS-me-tum ak-ta-na-ra-ba-ak-ki-im,Before Ištar and Tašmētum I constantly pray for you.,akkadian-translation.csv
ù a-lum ka-lu-gu te 4-ma-am su-a-ti is-me-ma i-ka-ar-ra-ba-ak-ki-im,"Furthermore, the whole city heard that report and prays for you.",akkadian-translation.csv
[be-el-ki] ù be-le-et-ki [aS-Su-mi-ia d]a-ri-iS u 4-mi-im [li-ba-al-li-t]Û-ki,May your lord and your lady keep you well forever for my sake!,akkadian-translation.csv
Sum-ma li-ba-ki qa-di-ig-ta-am lu-mu-ur-ma li-äe-ni-iq-[Su],"If it is your wish, I will find a hierodule so she may nurse him.",akkadian-translation.csv
wa-ar-ka-tam pu-ru-u[s]-ma,"Investigate the matter,",akkadian-translation.csv
sum-ma 2 k a s k a l-su-nu i-na bi-i[t] a-bi-su-nu ba-ma-a zu-uz-zu-nu-s[i]-im-ma,"if they have two (different) personal services in their family, (then) divide (their field) half and half among them!",akkadian-translation.csv
é.gal-lam la 6-da-ba-ab,He shall not trouble the palace!,akkadian-translation.csv
um-m[a hi]-dnin.urta-ma,thus (says) Lu-Ninurta:,akkadian-translation.csv
a. s à-lam i-na te-er-ti-ia û-u1 ta-sa-ba-ta,"“You do not hold the field by my command,",akkadian-translation.csv
i -se-le-ku-nu-ti,I will remove you.”,akkadian-translation.csv
ki-i-ma sa-ab-tu-ma sa-ab-tu,"exactly as they hold (it), they hold (it);",akkadian-translation.csv
it-u1 i-lu-fr,they shall not depart.,akkadian-translation.csv
Pdutu—mu-[s]a-lim ib-ta-q t-ar-su-nu-ti,Shamash-musallim has just claimed (it) from them.,akkadian-translation.csv
a-na PdUtu—mu-Sa-lim is-tap-ru-ni-is-sum,Someone has just written to Shamash-musallim.,akkadian-translation.csv
ù at-ta a-na Pdutu—mu-Sa-lim Su-pu-ur-ma,"You too, write to Shamash-musallim,",akkadian-translation.csv
a-wi-lum im-tu-ut,the man has died.,akkadian-translation.csv
sum-ma ensi ia-k[u]—d[x] i-na id idigna gû.un x x it-ta-si i-na Id gIR.GAR.LA i-na a.sà suku-Nu ü-se-1u-su,"If the tenant farmer of Ja-ku-... has indeed paid the field tax on the Tigris, he shall be removed from his subsistence field at the Lagash canal.",akkadian-translation.csv
a-na a . S à-li[m] sa i-na a.Sà na-hi-turn a-na muSen.dù.mes ta-ad-di-nu la i-te-eh-[he],that he should not interfere with the field which you gave to the fowlers in the Nahitum field!,akkadian-translation.csv
a. [s]â suku-zu a-na d u t u—ha-zi-ir den .111—ra-bi ma-hi-ir s e. ba id-na-a,"Give out his subsistence field to Shamash-hazir, [(who) is under the direction] of Enlil-rabi, the recipient of barley rations!",akkadian-translation.csv
a-na dEN.zu—i-din-nam qf-bf-ma um-ma i a-am-mu—ra-pf-ma,To Sin-iddinam speak: Thus says Hammurapi:,akkadian-translation.csv
d u b -pi an-ni-a-am i-na a-ma-ri-im P m i -lf — d u t u ù nu-ûr—dnin.[su]bur râ.gab.mes dumu.meg é dub-ba.a gum-ma i-na UD.UNU gum-ma i-na na-we-e-em ga UD.UNU ki KA LIS wa-as-bu gu-pur li-it-ru-ni-ik-ku-ug,"Upon reading this letter of mine, send and have the couriers Silli-Shamash and Nur-Ilabrat, the military scribes, brought to you, whether they are in Larsa or in the environs of Larsa!",akkadian-translation.csv
gu-nu-ti-ma is-te-en ta-ki-il-ka li-i1-qf-a-ag-gu-nu-ti-ma a-na k â -dingir . r a ki li-ir-di-na-ag-gu-nu-ti,Then let a reliable man of yours take them and lead them to Babylon!,akkadian-translation.csv
ma-ha-ar a-wi-le-e [s]à-bi-i ta-ap-la-ti-ia ta-ad-da-na-bu-bi,"Among the gentlemen tavern-keepers, you keep speaking slanders about me.",akkadian-translation.csv
a-na-ku te mi-i im t[a-q]û-ut ma ma-ha-ar a-wi-le-e sà-bi-i ta-pu-ul-t[a]-ka a-q6.-ab-bi,"I—has my reason departed from me, that I should speak slander about you before the gentlemen tavern-keepers?",akkadian-translation.csv
mi-nam te-pu-sa-an-ni I -ma ta-ap-la-ti-ka a-da-ab-bu-ub,"What have you done to me, that I should speak slanders about you?",akkadian-translation.csv
gum-ma ma-ha-ar a-wi-le-e sà-bi-i ta-pu-ul-ta-ka aq-bi a-wi-lu-û su-nu i-na-du-ni-in-ni-i,"If I have spoken slander about you before the gentlemen tavern-keepers, will those gentlemen then expose me?",akkadian-translation.csv
ù a-na-ku gum-ma ag-gum-i-ka la si-i i-na pi-ia û-si-a-am,"But I—if anything unseemly concerning you has come out of my mouth,",akkadian-translation.csv
[it]-ti-ia m [a] t[e]-ze-en-ni,Will you then be angry with me?,akkadian-translation.csv
a-na dEN.zu—i-ri-ba-[am] qf-bf-[ma] um-ma utu—pa-x[z] [x-ma],To Sin-iribam speak: Thus says Shamash-pa...:,akkadian-translation.csv
a-nu-um-ma ku-nu-uk-[ki] i-na <a >-ma-ri-i-k[a],"Now, after your reading of this sealed letter of mine,",akkadian-translation.csv
a-na gis t i r . h i . a-ku-nu la te-gi-a,Do not neglect your forests!,akkadian-translation.csv
gis tir . hi. a-ku-nu lu na-as-ra,Let your forests be well guarded!,akkadian-translation.csv
ur-ra-am i-na a-ma-ri-ia a-na r gis si-ki-il-tim sa na-ak-sa-at a-wi-lam be-el pi-ha-tim û-u1 û-ba al-la at,"Tomorrow, upon my inspection, I will not let the responsible official live on account of a stolen tree that has been cut down.",akkadian-translation.csv
dub gis tir.lji.a ù-ul na-ad-na-an-ni-a-si-im-ma,A tablet regarding the forests has not been given to us.,akkadian-translation.csv
a-nu-um-ma a-na se-ri-ka at-tar-da-ak-ku-su-nu-ti,Now I am sending them to you.,akkadian-translation.csv
a-wa-a-turn i-na é. gal ma-di-is du-un-nu-na-su-nu-si-im,The matters have been very much emphasized to them in the palace.,akkadian-translation.csv
ar-hi-is a-pu-u1-su-nu-ti-ma ne-me-et-tam la i-ra-as-su-A,Satisfy them quickly so that they do not have cause for complaint!,akkadian-translation.csv
6 ki-a-am i1-lam-mi da an-ni ' um-ma su-ma,"He has brought the following to my knowledge, saying:",akkadian-translation.csv
8 p dutu—ha-zi-ir a. s à é a-bi-ia 9 i-ici-ma-an-ni-ma 10 a-na a g a. u s -im 11 it-ta-di-in,Shamash-hazir has taken away the field of my family from me and then given it to a soldier.,akkadian-translation.csv
12 ki-a-am ii-lam-mi-da-an-ni,That he has brought to my knowledge.,akkadian-translation.csv
13 a.sà-i-um du-ru-um 14 ma-ti-ma in-ne-ek-ki-im,Will a field with permanent tenure ever be taken away?,akkadian-translation.csv
16 sum-ma a . S h-num Su-Û 17 Sa é a-bi-Su 18 a . S à-am su-a-ti 19 a-na dEN . zu-1S-me-a-ni 20 te-e-er,"If that field is the one of his family, return that field to Sin-ismeanni!",akkadian-translation.csv
4 pa-[h]u-ia-tum ù 1-1f—i-din-nam 5 ki-a-am is-pu-ru-nim 6 urn-ma su-nu-ma,"Ahujatum and Ili-iddinam have written to me as follows, saying:",akkadian-translation.csv
18 [a].sà-am su-a-ti a-na su.HA. mes UD. da 19 [1]i-id-di-nu-ma 2° s e . b a-su-nu li ih-ha ri-is,Let that field be given to the fishers and may their barley ration be abolished!,akkadian-translation.csv
21 [k]i-a-am is-pu xu-nim,Thus they have written to me.,akkadian-translation.csv
gum-ma ki-ma a-hu-ia-tum 22 ù i-lI—i-din-nam is-pu-ru-nim 23 b ùr .30 i k u a. s à-um 24 si-ta-at a. s à zI-IG-li-tum na-di 25 a. s à -am su-a-ti 26 a-na su. HA.Meg UD. da 27 i-di-in,"If, as Ahujatum and Ili-iddinam have written to me, an area of thirty hufen, the remainder of the field Ziglitum, lies fallow, give that field to the fishers!",akkadian-translation.csv
a-a[m] i-pu-la-an-ni um-ma si-i-ma,The lady answered me as follows,akkadian-translation.csv
is-tu ku-nu-uk-ka-su-nu na-si-a-sum,Since their sealed tablet was brought to him,akkadian-translation.csv
su-na-at ra-a[m]-ni-k[i] at-ti-ma ta-tù-li,You yourself have seen your own dreams,akkadian-translation.csv
an-ni-a-am a-na i-na-an-na at-ti ta-su-hi,This you have torn out until now,akkadian-translation.csv
bi-tam i-na-sa-ar,He will guard the house,akkadian-translation.csv
psa-at—d e n .1 i 1 as-Surn-mi-ki ka-li su-it,Sat-Enlil is detained because of you,akkadian-translation.csv
si-iq-qâ-am i-na pa-ni-ki su-[uk-ki(-i)],String up fish for fish sauce there with you,akkadian-translation.csv
a-nu-um-ma Pin-bi-1-[l]f-NI. at-tar-da-ak-k[u]m,I am now sending Inbi-ilisu to you,akkadian-translation.csv
sum-ma i-na ki-it-tim a-hi at-ta,If you are truly my brother,akkadian-translation.csv
ü-ul ti-bu-tum-ma a-na se-im ü-ul ad-di-is-su-nu-ti,"They are not there, and I did not sell them for barley.",akkadian-translation.csv
a-wi-lum is-me-dEN.zu dumu kâ-dingir-ra ki,The gentleman Isme-Sin is a citizen of Babylon.,akkadian-translation.csv
ni-pa-ti-gu li-wa-as-se-ru,They should release his debt-prisoners!,akkadian-translation.csv
te4-em-su su-up-ra-am,Send a report about it!,akkadian-translation.csv
a.sà na-ga-ri u4-ma-am i-sé-du,They will harvest the field of the carpenters today.,akkadian-translation.csv
dmarduk li-ba-al-li-it-ka,May Marduk keep you in good health!,akkadian-translation.csv
1 a-na ra-bi-a-an k i s ki 2 qi-bi-ma 3 um-ma sà-lu-iju-um-ma,1 To the mayor of Kish 2 speak: 3 thus Saluhum (has said):,akkadian-translation.csv
4 d utu ù a m a r du k li-ba-a1-1i-ut-ka,4 May Shamash and Marduk keep you in good health!,akkadian-translation.csv
1' a-n[a] PA. [TE. S i x x] 2' la i-sa-âs-si,"1' against the ""house"" of the tenant-farmer 2' he shall not make any claims!",akkadian-translation.csv
3' ù a-na s e . g u r 10 . k u d 4' la i-sa-su-gu,"3', 4' Furthermore, he shall not be called up as a harvester!",akkadian-translation.csv
"3' [su-u]m-gu-nu-û a-d[I-nf] 4' sa-at-ru-I,1","3', 4' Are their names still inscribed?",akkadian-translation.csv
"5' ù an-ni-a-a[m] 6' g11-0-1,1[11","5', 6' And write this as well!",akkadian-translation.csv
7' [n]i-pa-a-tim a[r-N]i-i[s] 8' li-wa-as-se-ru-tz,"7', 8' They shall release the debt-slaves quickly!",akkadian-translation.csv
3' be-el m â i-le-eq-qi,3' the owner of the boat will receive.,akkadian-translation.csv
a-na i-bi-dga-ha-an qi-bi-ma um-ma sa-am-su—i-lu-na-ma,To Ibbi-Sahan say: Thus says Samsu-iluna:,akkadian-translation.csv
nitah-am ù geme-am dumu i-da-ma-ra-az ù dumu ar-ra-ap-hi-imki i-na qa-ti lu-su-ti-im ma-am-ma-an la il-ga-am,"No one may buy a man or a woman, (who) are citizens of Idamaraṣ or Arraphum, from the Suteans.",akkadian-translation.csv
dam.gara dumu i-da-ma-ra-az ù dumu ar-ra-ap-hi-imki i-na qa-ti lu-su-ti-i mes a-na kubabbar-im i-ga-am-mu i-na kubabbar-gu i-te-el-li,The merchant who buys a citizen of Idamaraṣ or Arraphum from the Suteans will lose his money.,akkadian-translation.csv
a-na a-wi-il—igtar qi-bi-ma um-ma dnin.si4 .an.na-ma. an . si-ma,To Awil-Ishtar say: Thus says Ninsianna-mansi:,akkadian-translation.csv
di-ib-ba-tum ma-at-turn i-li-a-am-ma,Much dispute has arisen.,akkadian-translation.csv
pa-ni-ja ù-da an-ni-in-ma pa-ni-ga u-ul û-bi-il,I have made my face stern and showed no mercy to her.,akkadian-translation.csv
ki-ma ni-it-li-ja it-ti-ga ad-bu-ub,I have spoken with her according to my judgment.,akkadian-translation.csv
ki-a-am aq-bi-gi-im um-ma a-na-ku-u-ma,Thus I said to her:,akkadian-translation.csv
