oare_id,transliteration,translation
107b536a-b713-474f-a2b3-cb3852ef839e,ki-ra-am PUZUR₄-e-nam ki-ra-am ga-al-ga-li-a ki-ra-am a-šur-ni-im-ri ki-ra-am ma-nu-ki-a-šur sí-il₅-qám ù ki-ra-am aḫ-ša-lim sí-il₅-qám ù ki-ra-am ma-ma-ḫi-ir ki-ra-am li-ip-ta-nim ki-ra-am na-zi-i ki-ra-am šu-ḫu-bur DUMU i-dí-a-bi₄-im ki-ra-am aḫ-ša-lim ki-ra-am bu-za-zu,A jar: Puzur-ennam; a jar: Galgaliya; a jar: Aššur-nimrī; a jar: Mannum-kī-Aššur; boiled meat and a jar: Ah-šalim; boiled meat and a jar: Man-mahir; a jar: Lipit-Anum;
109b48be-522c-4591-8ff3-3c36655f7608,a-na i-na-a qí-bi-ma um-ma ḫu-sà-ru-um ù ta-ra-am-ku-bi-ma 15 ma-na KÙ.BABBAR ša ik-ri-bi-kà a-šùr-DU₁₀ ub-lá-ni É-bé-et a-šur na-dí-i,To Innaya from husārum and Tarām-Kūbī: Aššur-ṭāb brought 15 minas of silver from your votive offering. It is deposited in the Aššur-temple.
10bd64cd-2f89-4634-a5ca-e28bba719142,KIŠIB en-na-nim DUMU šu-bé-lim KIŠIB ú-ṣú-ur-ša-a-šur DUMU a-mur-i-a 13.5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-na ṣé-er ú-ṣú-ur-ša-a-šur DUMU a-mur-i-a i-ri-šum i-šu iš-tù ḫa-mu-uš₁₀-tim ša a-šur-i-mì-tí ù a-mur-IŠTAR 0.33333 GÍN.TA i-na ITU.KAM ú-ṣa-áb,"Seal of Ennānum son of Šu-Bēlum, seal of Uṣur-ša-Aššur son of Amurriya. Uṣur-ša-Aššur son of Amurriya owes 13.5 shekels of refined silver to Irišum. Reckoned from the week of Aššur-imittī and Amur-Ištar he must add interest at the rate 0.3333 shekel per month."
11058179-96bf-45f5-b340-e3ef100e67ef,6 me-at 3 (TÚG)ku-ta-nu ku-nu-ku-a i-na qé-er-bi-im me-at (TÚG)ku-ta-nu ta-ar-dí-ú-tum 35 TÚG SIG₅ wa-at-ru-tim i-na qé-er-bi-im 3 ku-ta-nu ša i-na ku-nu-ki ša ì-lí-we-da-ku kà-an-ku-ni i-a-tí-ma i-lu-ku ŠU.NÍGIN 6 me-at ú 38 TÚG ku-nu-ku-a e-zi-ib ša kà-ṣa-ri a-ḫa-ma 46 TÚG lu a-ba-ar-ni-ú lu ku-ta-nu SIG₅ wa-at-ru-tum lu kà-am-sú-tum lu ni-ib-ra-ru 2 (TÚG)ku-ta-nu ša šé-ep-IŠTAR 3 ku-ta-nu ša a-šùr-kà-ší-id 3 ku-ta-nu ša šu-nu-nu 2 ku-ta-nu ša a-ta-ta 3 ku-ta-nu ša lu-lu 2 ku-ta-nu ša a-šùr-SIPA ŠU.NÍGIN 17 (TÚG)ku-ta-nu ša kà-ṣa-ri-im 20 GÚ AN.NA šu-uq-lúm qá-du-um AN.NA qá-tim ku-nu-ku-ú 5 ma-na.TA it-ra-at šu-uq-lim 64 e-ma-ru ú-nu-sú-nu 2 TÚG ša sà-a-tim 2 ma-na KÙ.BABBAR ṣa-ru-pá-am a-lá-ḫi-im 9 ku-sí-a-tim ma-lu-ki-a-tum 2 (TÚG)bu-ra-ú SIG₅ 1 GÚ ḫu-ša-ú 6 me-at sà-am-ru-a-tum i qé-er-bi₄-im 86 wa-ar-qá-tum 1 BANEŠ Ì.GIŠ ṭá-ba-am 15 SÌLA ri-iš-tám 0.33333 ma-na 2 GÍN sà-am-tám me-at sí-kà-ša-ru mì-,"603 -textiles under my seal, thereof 100 -textiles, of secondary quality; 35 textiles of extra-fine quality, thereof 3 -textiles that were sealed with Ilī-wēdāku's seal, but which are reserved for me - in all 638 textiles under my seal, apart from those belonging to the harnessors; further, 46 textiles, both Abarnian, -textiles of extra-fine quality, -textiles and -textiles. 2 textiles belonging to Šēp-Ištar, 3 belonging to Aššur-kāšid, 3 belonging to Šu-Nūnu, 2 belonging to Atata, 3 belonging to Lulu, 2 belonging to Aššur-rē'i - in all 17 -textiles belonging to a harnessor. 20 talents of tin, a package, including the expense-tin, under seal; 5 minas each (the weight of) the extras on the package; 64 donkeys and their harness; 2 textiles of the ; 2 minas of refined silver of Ali-ahum; 9 robes of -type, 2 -textiles of good quality, 1 talent of scrap metal, 600 nails, thereof 86 yellow ones, 30 litres of sweet oil, 15 litres of first class oil, 22 shekels of carnelian, 100 -stones - all this I gave him to dispose over."
11664174-0d50-4c2c-ba9c-c0799362648b,um-ma ša-lim-a-šùr-ma a-na i-dí-a-bi-im i-tur₄-DINGIR i-na-aḫ-ì-lí en-um-a-šùr ù a-lá-ḫi-im qí-bi-ma 6 me-at 3 ku-ta-nu ŠÀ.BA 1 me-at ku-ta-nu ta-ar-dí-ú-tum a-ḫa-ma 35 ku-ta-nu SIG₅ DIRI-tum ŠÀ.BA 3 ku-ta-nu ša i-na ku-nu-uk ili₅-we-da-ku kà-an-ku-ni i-a-tí i-lu-ku a-ḫa-ma 46 (TÚG)a-bar-ni-ú lu kam-sú-tum lu ni-ib-ra-ru ša ku-ta-ni SIG₅ DIRI ŠU.NÍGIN 6 me-at 84 TÚG.ḪI.A e-zi-ib ša kà-ṣa-ri 20 GÚ AN.NA ku-nu-ku ù 5 ma-na.TA it-ra-sú qá-dum AN.NA qá-tim 34 ANŠE.ḪI.A ṣa-lá-mu ú ú-nu-sú-nu 2 TÚG ša sà-e-tim 2 ma-na KÙ.BABBAR ṣa-ru-pá-am 8 ku-sí-a-tim ma-al-ku-a-tum 2 bu-ra-e SIG₅ 1 GÚ ḫu-ša-e … x x 40-x x x tim … [...] x x x ma 3 TÚG … x x 2 ša kà-ṣa-ri … a-lá-ḫu-um šé-ep-IŠTAR … i-ra-de₈-ú-ni-ku-nu-tí a-ḫu-a a-tù-nu i-na re-i-iš ú-nu-tí-a i-na É.GAL-lim i-zi-za-ma mì-ma ší-lu-tum lá i-ba-ší-ma li-bi₄ lá i-ma-ra-aṣ ki-ma ú-nu-tí i-na É.GAL-lim ur-da-ni 6 GÚ 6 ma-na AN.NA ku-nu-ki ú,"From Šalim-Aššur to Iddin-abum, Itūr-ilī, Inah-ilī, Ennam-Aššur and Ali-ahum: 603 , thereof 100 of secondary quality; further, 35 of extra-fine quality, thereof 3 that were sealed with Ilī-wēdāku's seal are reserved for me; further, 46 -textiles, both and of of extra-fine quality - in all 684 textiles, apart from those belonging to the harnessors; 20 talents of sealed tin and 5 minas each of extras, together with the expense tin; 34 black donkeys and their harness, 2 textiles of the , 2 minas of refined silver, 8 robes of -type, 2 of fine quality, 1 talent of scrap metal ... 3 textiles ... 2 belonging to the harnessors ... Ali-ahum and Šēp-Ištar bring to you. My dear brothers, assist with my goods in the palace so there will be no unlawful activity and I shall not become worried. When my goods come down from the palace, give 6 talents 6 minas of sealed tin and 30 as a share to Ennam-Bēlum, and in accordance with his tablet (stating) that Ennam-Bēlum must pay 55.6666 minas 5 shekels of refined silver within 13 months, send 2 talents and 30 to Tišmurna to Ennānum so he can make some silver. Give 2 talents of tin and 30 to Aššuriš-tikal, 2 talents of tin and 30 to hannaya and let them make at least 10 minas of silver. The rest of my tin ... that has been marked -tin"" on the front of the bundles ... Ennam-Aššur and Ali-ahum should have them enter ... Give instructions ... of the copies of my tablets ... have them pay so some 10 minas of silver ... will enter and I shall take my consignment ... of Iddin-Kūbum and Ennam-Aššur ..."""
11672d83-b960-4dad-8399-05c077aead07,um-ma kà-ru-um kà-ni-iš-ma a-na ša-qí-il₅ da-tim ku-li-a ší-ip-ri-ni wa-bar-tim ša ku-bur-na-at ḫa-na-ak-na-ak ú tí-iš-mur-na TUR GAL qí-bi₄-ma i (d)UTU-ši ṭup-pì-ni ta-ša-me-a-ni GÍR ša a-šur IGI ku-li-a ší-ip-ri-ni šé-ṣí-a-ma ma-ma-an a-ma-kam KÙ.AN na-áš-ú lu a-na ší-mì-im a-na É.GAL-lim i-dí-nu lu a-dí-ni lá i-dí-in-ma na-ší 10-tim ša KÙ.AN ú ša-du-a-sú 1 ma-na-um 3 GÍN KÙ.BABBAR ša-ás-qí-lá-ma ku-li-a i pá-ni-šu-nu lu-ub-lam šu-ma i-qá-bi₄ um-ma šu-ut-ma KÙ.AN ša a-wi-lim ša NÍG.KA-sí 10-tim ú ša-du-a-sú le-qé-a-ma ša ba-ri-ni li-li-kam-ma GÍR ša a-šur li-it-ma-ma ša-du-a-sú nu-ta-ar ni-ša-me-ma 30 ANŠE tù-i-mu-um DUMU a-šùr(ki) ḫa-ra-an sú-qí-nim ú-šé-ri-ba-am lá tù-i-mu-um ma-ma-an ḫa-ra-an sú-ki-nim e-ma-re sé-er-dam ú-šé-ri-ba-ni-ma a-ma-kam uš-té-bu-lu-ni lu wa-ší-ib kà-ri-im ú-šé-li-am GÍR ša a-šur šé-ṣí-a-ma a-ḫu-um pá-ni a-ḫi-im ú-lá ú-ba-al 1 ma-na um 3 GÍN KÙ.BABBAR ša,"Thus  Kaniš, say to the datu-payers, our messenger Kuliya, the plenary of Kuburnat hanaknak and Tišmurna: As soon as you hear our letter, produce the dagger of Assur in the presence of our messenger Kuliya and whoever over there carries meteoric iron, whether he has already sold it to a palace or has not yet sold it and still carries it, make him pay the tithe on the meteoric iron and his -tax of 3 shekels of silver per mina. Let Kuliya personally(!) bring it here. If one protests and declares: The meteoric iron belongs to a man with an account,  still take the tithe and his -tax and let come here to swear an oath by Aššur's dagger then we will give his -tax back. We hear that an Assyrian, Tūʾimum, has brought in 30 donkeys by way of the -road. Not just Tūʾimum, but anybody who has brought in a loaded donkey by way of the -road in order to do buisness there, or if an inhabitant of a  has brought up (goods) - produce the dagger of Aššur and people shall not spare eachother! Charge everyone his -tax at arate of 3 shekels of silver per mina, and make him pay the silver and let Kuliya personally(!) bring it here. If somebody protests, saying: I will go clear myself in  Kanesh,  (still) make him pay the silver and let him come here afterwards in order to clear accounts with us. Take care that our messanger Kuliya is not delayed. Make people pay the silver, don't allow them to make trouble there!"
117a363c-9cc3-4488-91ae-11d54abc1cc8,a-na ší-ip-ri ša a-lim(ki) ù a-li-ki qí-bi₄-ma um-ma kur-ub-IŠTAR ù ILLAT-sú-ma ḫu-sà-ru ša ša-lim-a-šùr DUMU i-sú-ri-ik i-na a-lim(ki) iḫ-li-qú-ma ṭup-pá-am ša a-lim(ki) a-dí-da ub-lá-ni-a-tí x x ú-nu-tám a-x x x li x a-na ta-mu-im x x a ma-lá ṭup-pì-im ša a-lim(ki) lu-na-dí-id ù lu-ta-mu šu-ma ḫu-sà-ra-am tù-uš-té-li-a ḫu-sà-ra-am ù lá-qé-a-nàm a-na e-lá-tí-im x x a-na a-lim(ki) šé-ri-a-nim,To the envoys of the City and (other) travellers from Kurub-Ištar and his caravan: Lapis lazuli belonging to Šalim-Aššur son of Issu-arik was lost in the City and Adida brought us a letter from the City assembly ... the goods ... to swear .. in accordance with the letter from the City assembly he must search and impose an oath. If you discover the lapis lazuli then give the lapis lazuli and the one who took it to the caravan and have it brought to the City.
11858911-f181-456e-9e7c-7f47ebe2348c,6 GÍN KÙ.BABBAR ṣa-ru-pá-am a-na be-a-lim e-nu-mì-ili₅ a-ḫa-ma il₅-qé,Ennum-ilī further took 6 shekels of refined silver as a working capital.
119e8003-bbd2-436a-83e1-2e2b1d7b2b77,um-ma ḫa-na-a-ma a-na a-šur-i-mì-tí ù kà-ri-a qí-bi-ma 1 ma-na KÙ.BABBAR a-na DUMU.MÍ šál-ma-a-šur a-dí-in ṭup-pá-am ša me-er-a-at šál-ma-A-šur a-dí-da šu-ta-mu-zi ù e-lá-a iḫ-ri-im a-na-kam KÙ.BABBAR a-la-ḫu-um ú-ša-bi-ma a-ma-kam ṭup-pì-a pé-té-a-ma ṭup-pá-am ša ḫu-bu-ul DUMU.MÍ šál-ma-a-šur a-dí-da šu-ta-mu-zi ù e-lá-a a-na me-er-a-at šál-ma-a-šur dí-na-a KÙ.BABBAR ša-bu-a-ku,"From hannaya to Aššur-imittī and Karriya: I gave 1 mina of silver to Šalim-Aššur's daughter. He certified the tablet concerning Šalim-Aššur's daughter, Adida, Šu-Tammuzi and Elaya. Al-ahum has paid me the silver here, so open for my tablets there and give the tablet concerning the debt of Šalim-Aššur's daughter, Adida, Šu-Tammuzi and Elaya to Šalim-Aššur's daughter. I have been paid the silver."
11d911d0-b5fd-426b-ad13-52a63c1f6d34,a-na 15 u₄-me-e ḫa-mu-uš-tum ša en-na-sú-in DUMU ku-ra-ra ù a-šùr-ma-lik DUMU lá-qé-pí-im šu-ma a-na 5 u₄-me-e a-lu-ú DUMU a-du-du-ú la i-li-kà-ma a-wa-tám i-dí-nam KÙ.BABBAR ša al-qé-ú i-na ṣí-ib-tí-a ú-ṣa-ḫa-ar-ma ù a-na ma-la ṭup-pí-šu KÙ.BABBAR ù ṣí-ba-sú ba-lu-um dí-ni-im ù ma-mì-tim i-ša-qá-lam IGI (d)MAR.TU-ba-ni DUMU ma-na-na IGI na-áb-sú-in DUMU e-šu-ba-ni IGI lá-qé-pí-im DUMU i-ze-za-am-DINGIR ša ni-iš a-lim(ki) ta-mu-ú-ni uz-na-tí-šu-nu al-pu-ut,"Within 15 days (it is) the week of Enna-Suen son of Kurara and Aššur-malik son of Lā-qēp. If Alu son of Adudu has not come within 5 days and answered me in court, I shall deduct the money I took from my interest and then he must pay the silver and its interest in accordance with his tablet, without a verdict or an oath. Witnessed by Amurrum-bāni son of Manana, by Nāb-Suen son of Ešu-bāni, by Lā-qēp son of Izzizam-ilum. I impressed upon them what was sworn by the City."
121f01b4-5a21-4703-8eee-425d568648d7,um-ma ku-zi-zi-a-ma a-na en-um-a-šur qí-bi-ma 4 TÚG.ḪI.A ša a-ki-dí-e šu-bé-lúm ù a-lu-a ub-lu-nim a-šu-mì a-lu-wa ša a-na ta-ḫi-tim a-na pu-ru-uš-ḫa-dim ša-áp-ru x sí-ḫi-tum i-na pu-ru-uš-ḫa-dim ḫa-ra-num lu a-na ú-lá-ma lu a-na ša-lá-tù-ar lu a-na-kam a-na ša-ba-a x a-šar e-ra-bi-im ú-lá i-ba-ší a-šu-mì ki-a-am a-lu-wa a-na ṣé-ri-kà ú-ta-e-ra-šu ù-la-ma iš-té pu-ru-uš-ḫa-dim x-x-tim ṣú-ba-tù-kà ša-áp-ku i-na lá tá-da-ni-im la-mu-tám ep-šu-ú IGI a-lu-wa-ma a-na áš-li-ki-im a-na e-pu-ší-im a-dí-šu-nu ma-lá ú-ṭá-tám a-na a-we-el-tim ta-dí-nu šu-up-ra-am 4 na-ru-uq lu iš-tí-ší-ma tí-ir-tám li-li-kam-ma KÙ.BABBAR lá-šu KI ší-im TÚG-tí-kà lu-šé-bi₄-lá-kum,"From Kuziziya to Ennam-Aššur: Šu-Bēlum and Aluwa brought me 4 Akkadian textiles. Concerning Aluwa who was sent to Purušhaddum to gather information - there is unrest in Purušhaddum; there is no possibility to enter the road to either Ulama or Šalatuar or here to Šabaya. For that reason I have returned Aluwa to you. Ulama has... with Purušhaddum. Your textiles were stored and as they were not sold they were treated badly. I gave them to a fuller for repairs with Aluwa as witness. Write how much grain you have given to the lady. 4 sacks should be in her possession, so send me word for there is no silver. I shall send it to you with the proceeds from your textiles."
1252b18d-4b89-4af9-b6b9-199b40c13848,a-na a-lá-ḫi-im qí-bi-ma um-ma SIG₅-pí-i-a-šur-ma i-na (d)UTU-ši e-lá-lí e-ra-ba-ni lá i-be-at a-na ma-lá na-áš-pè-er-tí-a tí-ir-tám dí-šu-ma ṭur₄-da-šu ú-ma-am iš-tí-in e is-ḫu-ur e-zi-bu-x tù-uš-me-ta-ni ku-ša-ra e-tí-qá-ma e pá-zu-ur a-dí xxx-pu-ra-am xxxxx xxxx ku-nam ú-nu-tám i-na-ṣú-ru,To Ali-ahum from Damiq-pī-Aššur: The day Elāli arrives he must not stay. Give him orders in accordance with my missive and send him. He must not delay a single day. My partners have abandoned me(?); you have caused my death. We have written to Kuššara. The overseer will travel here and we shall go in a convoy. Do not detain Elāli. I am alone. Elāli should travel in secret. Until ... I am alone. I have no one to guard the goods. 
12b0fa98-1f9d-4ca6-8b95-62623a619e05,a-ta-lá-ak ú-zu-ni pé-té,... I shall go ... Inform us.
13018eed-d30f-42a7-a3a0-2c2e73e7673d,xx ší-tí x x x-na DINGIR xx a-dí ù xx ta ni-iš-um x dí x bu ni-iš-a-ma 1.5 ma-na KÙ.BABBAR-kà iš-tí en-na-num x x KÙ BI il₅-qé-ú xxxx um-ma šu-ut-ma xxxxxx KÙ.BABBAR i-na xxxxxxx x xxxxxx KÙ.BABBAR,... gift [...] ... we bought and 1.5 mina of your silver is due from Ennanum [...] of silver he took [...] he said: [... sil]ver in [...] ... [...] silver.
131895cf-dcf9-48cd-bc67-0798c1cc7029,um-ma i-tur₄-DINGIR-ma ù e-na-aḫ-DINGIR-ma a-na a-lá-ḫi-im-ma a-li-ik ṭup-pè-e ša a-BA-kà ù a-ḫi-kà pé-té-ma a-šar KÙ.BABBAR 1 GÍN ba-áb-tum ša a-bi-kà i-ba-ší ša-dí-in-ma a-na ḫu-bu-lim ša a-bi-kà šu-qú-ul IGI a-dí-da DUMU ÌR-ad-i-li-šu IGI DU₁₀-ṣí-lá-a-šur DUMU a-li-li,"Itūr-ilī and Enah-ilī said to Ali-ahum: Go, open for your father's and your brother's tablets, and collect every single shekel's outstanding claim to your father, and pay it to cover your father's debt."" Witnessed by Adida son of Warad-ilišu, by Ṭāb-ṣill-Aššur son of Alili."""
132bb95c-07f6-4ef2-a8ff-ee8a54fbc1d5,a-na a-dí-da a-lá-ḫi-im ú a-ba-a a-na a-ba-a qí-bi-ma um-ma SIG₅-pì-a-šur-ma x ta-áš-pu-ra-am um-ma a-ta-ma 8 GÍN.TA AN.NA-kà ta-dí-in 1 (TÚG)a-bar-ni-am a-na 0.5 ma-na 0.33333 GÍN ta-dí-in a-na ša-nim 0.33333 ma-na 5 GÍN ú-kà-lu-ú KÙ.BABBAR 0.33333 ma-na 1 GÍN ší-im TÚG.ḪI.A 21 ma-na URUDU e-zi-ba-ku-nu-tí-ni KÙ.BABBAR ub-lá-ku-nu-tí-ni KÙ.BABBAR ḫa-bu-lá-ku-nu KÙ.BABBAR ṭup-pì šé-ṣí-a-ma ṭup-pá-am li-it-a-ma li-be ṭup-pì-a id-a a-ba-a e-ma-ru,"To Adida, Ali-ahum and Abaya; specifically to Abaya from Damiq-pī-Aššur: You wrote as follows: Your tin was sold at the rate 1:8. 1 Abarnian textile was sold for 0.5 mina 0.3333 shekel. For the second one they offer 0.3333 mina 5 shekels."" As to both the 0.3333 mina 1 shekel of silver, the price of a textile, the 21 minas of copper that I left with you, as well as the silver that Abaya brought to you, the silver that I owe to Ṭāb-ṣill-Aššur - pay the silver, take out my tablet, split the tablet and place it among my other tablets. Abaya and Mezitānum and the donkeys ..."""
132ca3aa-2eb7-4bdd-9ebd-c72ba3ae83ca,um-ma i-ku-pí-a-šùr-ma a-na Ì-lí-a ù ku-ra qí-bi-ma 4.5 ma-na KÙ.BABBAR maš-kà-tám šu-be-lúm DUMU a-lu-lá-a ḫa-bu-lam ṣú-ḫa-ri a-na ṣé-ri-šu a-na ḫa-na-ak-na-ak a KÙ.BABBAR ša-áš-qú-lim áš-pu-ur-ma šu-ut ṣú-ḫa-ri-a is-li-ma pu-úz-ra-am i-na pá-ni-šu-nu iṣ-ba-at-ma a-na a-lim(ki) i-ta-lá-ak me-er-ú-a a-tù-nu a-dí ma-lá ù 2 ší-ni-šu áš-pu-ra-ku-nu-tí-ma a-tù-nu mì-ma-ša-ma ú-lá ta-áš-pu-ra-nim iḫ-da-ma ki-ma na-áš-pár-tám ta-áš-me-a-ni mì-ma ša ki-ma tí-ir-tù-šu ta-aṣ-ba-ta-ni-ma qá-at-ku-nu ú-kà-lu na-áš-pè-er-ták-nu iš-tí a-nu-pì-IŠTAR ù a-ḫi-a li-li-kam-ma úz-ni pè-té-a 5 TÚG SIG₅ i-na ša šé-ep sú-kà-a iš-tí a-nu-pì-IŠTAR ú a-ḫi-i-a šé-bi₄-lá-nim a-na Ì-lí-a qí-bi₄-ma TÚG-tí ša a-na DAM.GÀR tù-… …,"From Ikūn-pī-Aššur to Iliya and Kura: Šu-Bēlum son of Alulaya owes me a deposit of 4.5 minas of silver. I sent my servants to him in hanaknak to have the silver paid, but he cheated my servants and hid himself from them and went to the City. My dear sons, I have written you once or twice but you have sent me no answer at all. As you have heard my letter take care to send me word with Anu-pī-Ištar and my brother to inform me what  from him you have seized and hold in your possession. Send me 5 good textiles from Sukaya's transport with Anu-pī-Ištar and my brother. To Iliya: The textiles that you ... to the merchant ..."
14457418-2863-49ad-860b-89778d8cdd3a,a-na ú-ṣú-ra-nim en-um-a-šur ù ib-ni-(d)IM qí-bi-ma um-ma ṣí-lá-(d)IM-ma 2.5 GÚ lu-lá-am 9 DUG a-lá-ni ib-ni-(d)IM na-áš-a-ku-nu-tí a-ḫu-ú-a a-tù-nu lu-lá-am ù a-lá-ni a ší-mì-im dí-na 5 u₄-me-e ib-ni-(d)IM lá i-sà-ḫu-ur ṭur₄-da-ni-šu šu-ma KÙ.BABBAR ší-im lu-li-im ù a-lá-ni a-na ší-im 10 GÚ SÍG.ḪI.A ba-tí-iq KÙ.BABBAR ib-ni-(d)IM lu-ra-dí sú-am ša en-um-a-šur ú-kà-lu a ší-mì-im dí-na-ší-ma KÙ.BABBAR-áp-šu li-il₅-qé-ma ù ṭup-pè-a ki-lá-li-ma ša ḫu-bu-li-a a-na ib-ni-(d)IM dí-na-ma lu-ub-lá-am a-na en-um-a-šur qí-bi-ma a-ḫi a-ta a-na-kam a-na ṣí-ib-tim e-né-kà lá ta-na-ší-ma i-dí-tí-šu lá ta-ṭá-ra-da-ni ù a-na-ku a-we-el gi-mì-lim ṣí-li-ni … 2 ar-za-li … na-áš-ú-ni-kum za-áp-ru-tim … ša … na-áš-ú-ni-kum,"To Uṣurānum, Ennam-Aššur and Ibni-Adad from Ṣill-Adad: Ibni-Adad brings you 2.5 talents of  and 9 jars of acorns. My dear brothers, offer the  and the acorns for sale. Ibni-Adad must not tarry 5 days, send him. If the silver, the proceeds of the and the acorns does not cover the price of 10 talents of wool, Ibni-Adad shall add the missing silver. The grinding-stone that Ennam-Aššur has, offer that for sale and let him take the silver for it, and give both of my tablets concerning my debt to Ibni-Adad so he can bring them. To Ennam-Aššur: My dear brother, do not covet interest there and do not send me to court with him. I too am a man of favors. ... They bring you 2  they bring you."
14a98a66-9b69-4183-8876-ff6e411f74bf,a-na a-lá-ḫi-im ú dam-qá-a qí-bi-ma um-ma ša-ta-na-ma a-na dam-qá-a qí-bi₄-ma 2 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu-a-tí a-na ší-a-ma-tim a-na a-lim(ki) a-dí-na-kum um-ma a-na-ku-ma AN.NA ša-ma-am a-ma-kam AN.NA ší-im KÙ.BABBAR-pì-a a-na a-lá-ḫi-im dí-in a-na a-lá-ḫi-im qí-bi₄-ma a-ḫi a-ta a-ma-kam dam-qá-a AN.NA li-dí-na-kum x 0.66666 ma-na 5 GÍN KÙ.BABBAR i li-bi₄ a-na-na x am-tám i-li ša ma x x me x a am-tum a-dí-ni wa-áš-ba-at a-ḫi a-ta be-lí a-ta KÙ.BABBAR ša-áš-qí-il₅-ší ú am-tám a-na ší-mì-im dí-in 6 pì-ri-kà-ni a-na ḫa-nu a-dí-in um-ma a-ta-ma ḫa-ra-nam iš-té-et ú ší-ta lu-kà-ší-id-ma a-na-ku KÙ.BABBAR-áp-ki a-da-na-ki-im a-ḫi a-ta AN.NA-ki lu KÙ.BABBAR ša li-bi₄ a-na-na lu ší-im GÉME-tí-a lu ší-im pì-ri-kà-ni ša ḫa-nu pì-ri-kà-ni ša-ma-ma ú AN.NA-ki iš-tí pá-ni-im-ma šé-bi₄-lam 2 TÚG.ḪI.A šé-bi₄-lá-ma ù-ša-ri-iṭ-ma 1 GÍN KÙ.BABBAR … ḫu-ur-ší-a-nam ù ta-ma,"To Ali-ahum and Damqaya from Šāt-Anna; specifically to Damqaya; I gave you 2 minas of silver, its import duty added, its transport tariff paid to you, for purchases in the City. I said: Buy tin for me."" Give the tin, the proceeds from my silver, to Ali-ahum there. To Ali-ahum: My dear brother, have Damqaya give you the tin there. x+0.6666 mina 5 shekels of silver is in the possession of Anna-anna. ... the slave girl ... the slave girl is still living in ... My dear brother and lord, have her pay the silver and offer the slave girl for sale. I gave 6  to Hanu. You said: ""Let him complete one or two journeys, then I shall personally give you your silver."" My dear brother, my tin as well as the silver in Anna-anna's possession, the proceeds from the slave girl and from the  from hanu - sell the  and then send me my tin with the first transport. Send me 2 textiles, for I tore (mine), and 1 shekel of silver ... the -container and the tablet-box ... they they entrusted to you ... as long as you do not see my eyes. """
14b6f3ac-433a-4c1e-a029-cbb28750364b,a-na a-lá-ḫi-im qí-bi-ma um-ma MAN-a-šur-ma a-na KÙ.BABBAR ša a-na DAM.GÀR ḫa-bu-lá-ku-ni ḫa-ra-kà e ib-ší-ma DAM.GÀR ṣí-ib-tám i-na ṣé-ri-a e il₅-qé-ma i-na ṣé-er DAM.GÀR e ú-ri-i-qú-ni a-ḫi a-ta a-dí ša ḫa-ra-an sú-qí-nim tí-ir-ta-ak-kà a-na pá-ni-a li-li-kam-ma ki-ma ša-lu-um KÙ.BABBAR ša DAM.GÀR le-pu-uš 1 ma-na KÙ.BABBAR i-na qé-er-bi₄-ma ša 5 GÍN KÙ.BABBAR sà-ḫe-er-tám a-na pá-ni a-na ḫa-ḫi-im šé-bi₄-lam mì-šu ša áš-ta-na-me-ú-ma am-tí a-dí-ni i-na wa-áš-ḫa-ni-a lu áš-ba-at-ni-ma a-ta ta-áš-ta-pu-ú a-lá a-ḫi-im ú lá a-wi-lim a-ta-áš-kà-an a-ḫi a-ta am-tí šu-pur-ma li-ir-dí-ú-nim a-na ḫa-ar-pé,"To Ali-ahum from Puzur-Aššur: With the silver I owe to the merchant there must not be any caravan trip for you, so the merchant does not take interest on my account, and they must not alienate me from the merchant. My dear brother, send me word concerning the matter of the Narrow Track, so I can act to safeguard the merchant's silver. There is 1 mina of silver, but of that send me small goods worth 5 shekels of silver to hahhum. Why is it that I keep hearing that my maid is still staying in Wašhaniya and that you keep silent about it? I am treated like a non-brother and a non-gentleman. My dear brother, write about my maid so they lead her to me before harvest. "
