transliteration,translation
IGI a-šur-ma-lik IGI sú-kà-li-a IGI ma-num-ba-lúm-a-šur,"In the presence of Aššur-malik, of Sukkalia, of Mannum-bālum-Aššur."
i-ṣé-er i-dí-a-bi4-im a-mur-IŠTAR i-šu-ú iš-tù ha-mu-uš-tim ša da-la-áš ù du-ùh-ni-iš,Iddin-abim owes 14 minas refined silver to Amur-Ištar.
a-na 43 ha-am-ša-tim i-ša-qal šu-ma i-ma-lá u4-me-šu lá iš-qúl 1½ GÍN.TA,From the hamuštum of Da-la-áš he has 43 weeks to pay.
5⅔ ma-na 5 GÍN ša a-šùr-e-mu-qí IGI a-šùr-i-mì-tí IGI šu-a-nim i-šé-ra-tim wa-ar-ki-a-tim i-ma-ar,5 ⅔ minas 5 shekels to Aššur-emūqī.
ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er hi-ta-ni DUMU DINGIR-na-da ku-li-a DUMU a-lá-bi4-im i-šu,"<gap> 1 minas of refined silver Hitani, son of Ilī-nādā, owes to Kuliya, son of Ali-abum."
1½ GÍN.TA a-na 1 ma-na-im,1 ½ shekel of silver per mina he will add as interest <gap>
KIŠIB a-šur-ták-lá-ku DUMU i-ku-nim KIŠIB ki-nam-a-šùr DUMU ba-ba-lim KIŠIB a-šur-na-da DUMU ha-pu-a-lá ša hu-bu-ul a-šùr-na-da DUMU ha-pu-a-lá,"Seal of Aššur-taklāku, son of Ikūnum, seal of Kīnam-Aššur, son of Babālum, seal of Aššur-nada, son of Happuala."
10 GÍN KÙ.BABBAR SAHAR.BA i-ṣé-er a-šùr-na-da DAM.GÀR i-šu,10 shekels of 'dust silver' Aššur-nādā owes to the creditor.
ITU.1.KAM hu-bu-ur li-mu-um ša qá-té a-bu-ša-lim DUMU ì-lí-a-lim,"Month 6, eponymy of the successor of Abu-šalim, son of Ilī-alum."
a-na ITU.6.KAM i-ša-qal šu-ma lá iš-qúl 1½ GÍN.TA KÙ.BABBAR i-na ITU.1.KAM-im ṣí-ib-tám a-na 1 ma-na-im,"He will pay within 6 months, if he does not pay he will add 1 ½ shekel of silver per month as interest per mina."
ú-ṣa-áb wa-bi-il5 ṭup-pí-im šu-ut DAM.GÀR-ru-um,The bearer of this tablet is the creditor.
a-ma-kam tù-ur-IŠTAR DUMU zu-ma-<gap> be-lá-a-wa-tim ša-i-il5-šu,"Over there Tūrī-Ištar, son of Zuma <gap> (is) the litigant, ask him."
lu-qú-tám ša ša-lim-a-šur ša i-na ha-hi-im É i-sú-ri-ik ù me-er-ú i-dí-a-bi-im iṣ-bu-tù-ni-ma i-na kà-ni-iš É a-šur-be-el-a-wa-tim i-pì-iq-du-ni-ma a ma-lá ṭup-pì-im ša dí-in a-lim{ki} ša kà-ku-a ub-lá-ni a-na lu-qú-tim šu-a-tí en-na-sú-in ù a-nu-li a-na ša-lim-a-šur ú-lá i-tù-ru-ú,"As to the goods belonging to Šalim-Aššur that was in Hahhum in Issu-arik's house, and which Iddin-abum's son siezed and entrusted in the house of Aššur-bēl-awātim in Kanesh- in accordance with the tablet with a verdict of the City that Kakuwa brought Enna-Suen and Anuli must not raise claims to those goods against Šalim-Aššur."
IGI ku-la IGI PUZUR4-tí-a-am-tim IGI en-um-a-šur,"Witnessed by Kula, by Puzur-Ti'amtum, by Ennam-Aššur."
IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI tù-ur-a-šùr DUMU ú-zu-a IGI en-na-sú-in,"Witnessed by Aššur-imittī son of Dudiki, by Tūr-Aššur son of Uzuwa, by Enna-Suen."
8 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ku-pí-a DUMU šu-a-nim i-na ší-im SÍG.HI.A ša ú-ší-na-lam il5-qé,Ikūn-piya son of Šu-Anum has received 8 minas of refined silver from the proceeds of Ušinalam's wool.
IGI i-dí-ku-bi4-im IGI ú-zu-bi4-iš-ki-im a-hi-šu IGI en-na-sú-in,"Witnessed by Iddin-Kūbum, by Uzubiškum his brother, by Enna-Suen."
a-na ku-li-a qí-bi-ma um-ma a-sà-num-ma,"To Kuliya, thus Asānum:"
a-na-kam i-qá-qá-ar ší-a-ma-tim wa-áš-ba-ku ú ší-mu-um ma-ad,I am staying there in an area of purchases and there is much for sale!
ší-ma-am ša ta-šé-e-ú i li-bi-kà ša ba-lá-ṭí-kà ú ba-lá-ṭí-ni a-na-kam-ma ú-šé-lá,"Purchases at which you are striving, which will secure you and us a profit, I can send up from here."
šál-ma-ku mì-ma i li-bi4-kà lá ta-na-hi-id,"I am well, there is not a reason to worry."
ší-ma-am šu-ra-am ša i-dí-ú i li-bi-i ma-tí-im ša ha-tim KÙ.BABBAR šé-bi-lá-ma ší-ma-am lá-áš-a-am-ma a-pí-iš ku-ku-ú-ma e-ra-ba-ni,"<gap> purchase goods, which they have stocked in Hattum's hinterland, send me silver then I will make purchases and since Kukū is about to arrive, let him bring them in."
lu-šé-ri-ba-am ki-ma KÙ.BABBAR ṭa-ah-dum i-na ha-tim i-né-pu-šu-ni ú li-ba-kà i-ha-du-ú e-pu-uš KÙ.BABBAR ú-lá tù-šé-bi-lam ší-ma-am ša ú-šé-ra-ba-ni ta-ma-ar li-ba-kà e im-ra-aṣ,"Take action so that an abundance of silver can be earned in Hattum and you can rejoice, lest you will regret not having sent me silver, when you see what purchases I am bringing in!"
a-bi-i a-ta be-lí a-ta KÙ.BABBAR ša e-na-na-tum i-dí-na-ni i-na {d}UTU-ši ú-ṣa-ni ú-ku-ba-ku-ma KÙ.BABBAR lá ú-me-er KÙ.BABBAR,"My father, my lord, as for the silver that Enannātum gave me, the day I left I was so pressed that I did not stock that silver."
šé-bi-lam-ma iš-tí KÙ.BABBAR a-nim lu ší-pí-ir-šu KÙ.BABBAR,Send me silver and let him be the messenger coming with that silver.
e-lá tù-šé-bi-lam-ma li-ba-kà ú li-bi-i e im-ra-aṣ,Do not fail to send silver let both you and I will regret it!
ha-nu-ba a-na-kam ú-ta-za-am um-ma šu-ut-ma a-dí-i na-áš-pè-er-tám ša ku-li-a a-ša-me-ú a-ma-kam a-ma-tim lá,"Here Hanuba keeps complaining, saying: Until I hear a letter of Kuliya I will not release the slave-girls over there."
8 ma-na KÙ.BABBAR ṣa-ru-pá-am da-dí-a DUMU en-na-nim i-na ší-im SÍG.HI.A ša ú-ší-na-lam il5-qé,Dādiya son of Ennānum has received 8 minas of refined silver from the proceeds of Ušinalam's wool.
IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI tù-ur-a-a DUMU ú-zu-a IGI en-na-sú-in DUMU i-dí-a-bi-im,"Witnessed by Aššur-imittī son of Dudiki, by Tūraya son of Uzuwa, by Enna-Suen son of Iddin-abum."
10 ma-na KÙ.BABBAR ṣa-ru-pá-am tù-ur-a-a DUMU ú-zu-a i-na ší-im SÍG.HI.A ša ú-ší-na-lam il5-qé,Tūraya son of Uzuwa has received 10 minas of refined silver from the proceeds of Ušinalam's wool.
IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI en-na-sú-in IGI a-šùr-e-mu-qí DUMU i-ku-nim IGI a-šùr-DU10 DUMU en-na-sú-in DUMU za-li-dí,"Witnessed by Aššur-imittī son of Dudiki, by Enna-Suen, by Aššur-emūqi son of Ikūnum, by Aššur-tāb son of Enna-Suen, (grand)son of Zalidi."
a-na a-ta-ta DUMU ma-num-ba-lúm-a-šùr ù kà-nu-tim DUMU.MÍ en-na-sú-in KIŠIB a-na-ah-ì-lí DUMU DU10-ṣí-lá-a-šùr,"To Atata, son of Mannum-balum-Aššur, and Kannūtum, daughter of Ennam-Suen. Seal of Anah-ilī, son of Ṭāb-ṣilli-Aššur."
ù 4 TÚG ku-ta-ni lá-qé-e KÙ.BABBAR-pì-im ša i-dí-a-bi4-im iš-ra-tim ša ru-ba-im ša-lim-a-šùr ú-ṣa-ha-ar ù i-na dí-in tám-kà-ru-tim e-ta-wu,Then they will discuss in a court of merchants.
šu-ma KÙ.BABBAR i-na iš-ra-tim ba-tí-iq ša-lim-a-šùr i-na-dí,"If the silver is insufficient for the tithe, Šalim-Aššur will deposit (what is missing)."
10 ma-na KÙ.BABBAR ṣa-ru-pá-am ma-áš-kà-tám i-ṣé-er a-sà-nim <gap> ṣú-ha-ri-šu ú ku-li-a DUMU a-lá-bi-im i-šu-ú,"10 minas of refined silver, on which a claim rests, is owed by Asānum, his servant, to Kuliya son of Ali-abum."
a-na ša-na-at KÙ.BABBAR i-ša-qal ITU.1.KAM qá-ra-a-tum li-mu-um i-na-sú-in DUMU i-dí-a-bi-im,"He will pay the silver in one year. Month 8, eponymy of Ennam-Suen, son of Iddin-abum."
am-tám ù ÌR uš-té-ṣí-ú i-na šál-ší-im ú-mì-im a-šur-i-mì-tí DUMU a-mur-DINGIR ša ki-ma šál-ma-a-šur 17 ma-na KÙ.BABBAR a-na ṣí-ib-tim il5-qé-ma a-na hu-bu-ul i-dí-a-bi4-im a-na ša ki-ma i-dí-a-šùr ù ku-lá a-lá-hu-um DUMU i-dí-sú-en li-ba-a DUMU ú-zu-a ù šu-be-lúm DUMU šál-ma-a-šur iš-qúl-ma É-tí am-tám ù ÌR ša i-dí-a-bi4-im a-na a-šur-i-mì-tí DUMU a-mur-DINGIR ša ki-ma šál-ma-a-šùr ú-šé-ru,"and they brought out the maid and the slave. On the third day Aššur-imitti son of Amur-ilī, Šalim-Aššur's representative, borrowed 17 minas of silver against interest and paid it to cover Iddin-abum's debt to the representatives of Iddin-Aššur and Kula: Alāhum son of Iddin-Suen, Libbaya son of Uzuwa and Šu-Bēlum son of Šalim-Aššur, and they released Iddin-abum's houses, maid and slave to Aššur-imitti son of Amur-ilī, Šalim-Aššur's representative."
IGI ú-ra-a IGI a-ku-za IGI MAR.TU-ba-ni IGI lá-qé-pì-im IGI i-tur4-DINGIR,"Witnessed by Uraya, by Akuza, by Amur-rum-bāni, by Lā-qēpum, by Itūr-ili."
a-na DINGIR-mu-ta-bi-il5 ù a-lu-a qí-bi-ma um-ma en-um-a-šùr-ma a-na DINGIR-mu-ta-bi4-il5 qí-bi-ma,To Ilī-mutabbil and Aluwa from Ennam-Aššur; specifically to Ilī-mutabbil:
iš-tù ha-muš-tim ša i-tur4-DINGIR DUMU a-mur-IŠTAR ITU.KAM a-la-na-tim a-na-ku ù lá-qé-ep DUMU šu-a-šùr i-na É kà-ší-im ni-kà-sí ni-sí-ma 12½ ma-na 7 GÍN <gap> KÙ.BABBAR ṣa-ru-pá-am i-na li-bi lá-qé-ep a-dí-ma a-na KÙ.BABBAR ku-a-tí ú-ša-zi-za-ku-šu-ma iš-tù pu-ru-uš-ha-dim i-na e-ra-bi šu-ma KÙ.BABBAR ki-ma i-a-tí i-ša-qá-lá-kum,"In the week of Itur-ilī s. Amur-Ištar, Month 12, I and Lā-qēp s. Šū-Aššur settled accounted in the house of the official, and I set down 12 ½ minas 7 shekels of refined silver as owed by Lā-qēp; and with respect to the silver it was you I was designated for him, so when he arrives from Purušhaddum he will pay the silver to you as my representative."
ù ta-áš-pu-ra-am um-ma a-ta-ma ṭup-pu-šu al-pu-ut,"And then you have written, saying: ""I have written this tablet."""
a-hi a-ta ib-ri a-ta a-lá-nu-kà-ma a-ha-am GAL i-šu-ú,"My dear brother and friend, apart from you do I have any older brother?"
a-na-kam KÙ.BABBAR lá-qé-pá-am e-ta-ri-šu-ma ša-qá-lam ú-lá i-mu-a um-ma šu-ut-ma ṭup-pí lu-šé-tí-qú-nim-ma KÙ.BABBAR-áp-kà le-qé,Here I have repeatedly demanded the silver from Lā-qēp but he woudl not pay.
a-pu-tum a-pu-tum i ša-am-ší ša a-ma-kam e-ra-ba-ni ṭup-pá-am ša hu-bu-li lá-qé-ep IGI 3 DUMU um-me-a-ni šu-ba-al-ki-it-ma me-ha-ar-šu a-na šu-nu-tí dí-in ù ša-nàm me-eh-ra-am a-ta kà-il5,"Urgent, urgent, the very day he arrives there, copy the tablet of Lā-qēp's debt with 3 affiliated traders as witnesses; then give the copy to them while you yourself keep the other copy."
ṭup-pá-am ki-iš-ma a-na a-lu-wa DUMU um-me-a-nim p,Wrap the tablet and entrust it to Aluwa and an affiliated trader so they bring it.
KIŠIB šu-{d}EN.LÍL DUMU šu-ku-bi-im KIŠIB ṣí-lu-lu DUMU ú-ku,"Seal of Šu-Illil son of Šu-kūbum, seal of Ṣilūlū son of Uku."
i-nu-mì i-dí-a-bu-um a-wa-sú iq-bi-ú 10 ma-na KÙ.BABBAR a-na ša-lim-a-šùr i-dí-in,"When Iddin-abum spoke his will, he gave 10 minas of silver to Šalim-Aššur."
um-ma šu-ut-ma i-ṣí-ba-at KÙ-pì-a li-il5-qé,"He said: ""He may take it from the interest on my silver."""
ili5-ba-ni DUMU i-a-a ù a-bu-ša-lim ÌR i-na bu-ru-uš-ha-dim a-na ni-kà-sí ša-sá-im iṣ-bu-tù-ni-a-tí-ma,"Ilī-bāni son of Yaya and the slave of Abu-šalim seized us in Burušhaddum in order to settle accounts,"
um-ma ì-lí-ba-ni-ma a-na-ku ki-ma ša-lim-a-šùr al-kam i-na IGI a-we-li a-ni-ú-tim ší-sí ṭup-pí-šu-nu ša maš-kà-na-tim ma-ah-ri-ni iš-ku-nu-ma,"and Ilī-bāni said: ""I act on behalf of Šalim-Aššur. Come on, settle with these men as witnesses.""They placed their tablets concerning deposits before us,"
um-ma ili5-ba-ni-ma lu-qú-ut 5 GÚ KÙ.BABBAR ù e-li-iš a-we-lam tù-ús-ta-ri-ir ù i-na a-wa-tí-ma a-ni-tim pá-ni ṣa-al-mu-tim a-we-lam tù-uš-ta-ar-ší ni-kà-sí i-na ma-ah-ri-ni im-šu-hu-ma,"and Ilī-bāni said: ""You cheated the boss for goods worth 5 talents of silver or more. Consequently, on this very matter you have made the boss very angry."" They took away the accounts in our presence,"
um-ma ili5-ba-ni-ma ma-lá-ma li-bi-kà ší-ta-kà-an,"and Ilī-bāni said: ""Submit whatever you have in your posession."""
um-ma a-bu-ša-lim-ma a-lá-an 40 ma-na KÙ.BABBAR mì-ma i-na li-bi-a ù-lá i-ší-tám,"Abu-šalim answered: ""Apart from 40 minas of silver there is nothing left in my posession."""
um-ma ili5-ba-ni-ma a-ma i-na ṭup-pí-šu ša 5 GÚ KÙ.BABBAR ù e-li-iš la lá-pu-ta-kum,"Ilī-bāni said:""Now, were goods worth 5 talents of silver or more not booked for you in his tablet?"""
a-bu-ša-lim i-ṣú-ra-tum ù-šé-ṣí-a-ma um-ma a-bu-ša-lim-ma a-ma lá i-ṣú-ra-tù-šu ša É a-am-ku-a-i-tim a-ha-at ru-ba-im ša-ša-sá-ma-i-im ù tí-ra-at e-kál-lim a-na-kam a-qú-ul-ší-na le-qé-a-ma a-tù-nu-ma ša-dí-na,"Abu-šalim produced -documents and said: ""Here, are they his iṣurtu-documents from the house of the queen of Amkuwa, the sister of the king of Šašasama? Also I have listened to the orders of the palace here. Take them so that you yourselves can have them sold."""
a-na a-šur-DU10 qí-bí-ma um-ma ku-li-a-ma,"To Aššur-ṭāb, thus says Kuliya:"
a-na ma-lá té-er-tí-kà a-wa-tám ša a-na-ah-ì-lí DUMU DU10-ṣí-lá-a-šur a-na-ku a-šur-ma-lik DUMU ku-ra-ra ù šu-bé-lum DUMU pu-qí-dí a-na 1 ma-na KÙ.BABBAR a-wa-sú ni-ig-mur-ma 1 ma-na KÙ.BABBAR a-šu-mì a-na-ah-ì-lí a-na-ku a-pu-ul,"In accordance with your instructions we, I myself, Aššur-mālik, son of Kurara, and Šū-Bēlum, son of Puqidi, have settled the affair of Anah-ilī, son of Tāb-ṣilli-Aššur, for 1 mina of silver and I myself guaranteed 1 mina of silver in Anah-ilī's name."
ṭup-pá-am ša ku-nu-ki-kà ša a-na 1⅓ ma-na KÙ.BABBAR a-na a-na-ah-ì-lí ša ṭup-pì-šu lá ta-tù-ru-ú-ni ta-dí-nam,You gave me a tablet with your seal stating that you would not come back on Anah-ilī for the 1 ⅓ mina of silver of his debt-note.
šu-ma ṭup-pá-am ša ku-nu-ki-kà a-na-ah-ì-lí lá im-ta-ah-ra-ni 1 ma-na KÙ.BABBAR a-na a-lim{ki} a-na a-bu-ša-lim a-bi-kà ú-šé-ba-al-ma i-na SAG KÙ.BABBAR ṭup-pá-am ša ku-nu-ki-šu a-bu-ša-lim a-na ša ki-ma i-a-tí ú ša ki-ma a-na-ah-ì-lí ša a-na 1⅓ ma-na KÙ.BABBAR ša ṭup-pì-šu ha-ar-mì-im a-na a-na-ah-ì-lí lá i-tù-ru-ú,"Should Anah-ilī not receive from me the tablet with your seal, then I will send to the City, to your father Abu-šalim, 1 mina of silver and as soon as he receives that silver Abu-šalim will give to my and Anah-ilī's representatives a tablet with his seal stating that he will not come back on Anah-ilī for the 1 ⅓ mina of silver recorded in his validated tablet."
i-da-an-ma ú ṭup-pá-am ša ku-nu-ki-kà ú-ta-ra-kum-ma ú na-áš-pè-er-tí a-ni tum i-mu-a-at,And then I will give you back the tablet with your seal and this letter will be cancelled.
um-ma a-šùr-ša-dí-li-ma a-na ku-li-a ù a-šur-la-ma-sí a-na ku-li-a qí-bi-ma,Thus says Aššur-šad-ilē to Kuliya and Aššur-lam(assi) and in particular to Kuliya:
a-šu-mì a-wa-tim ša É sà-ba-sí-a a-wu-tum ša ma-ah-ri-kà lá iz-ku-ú lu-qú-ut-kà ša i-na a-pí-im té-zi-bu-ma lá-ta-ra-ak iṣ-ba-at,"Because of the affair of Sabasiya's house the case that was not settled in your presence, Latarak has seized your merchandise that you had left behind in Apum."
áš-me-ma ṭup-pá-am ša ší-bu-tim ú ší-ip-ra-am al-qé-ma a-na a-pí-im i-li-ik-ma lu-qú-tám ú-ší-ir-ma a-bi-we-du-um i-ra-dí-a-ku-um,When I heard it I availed myself of a tablet of the Elders and a messager who went to Apum and obtained the release of the merchandise and Abī-wēdum is now leading that to you.
be-et-kà URUDU KÙ.GI ú-ṣú-ra-num ta-da-nam lá i-mu-a,"As for your house, Uṣurānum refuses to give either copper or gold saying: 'All has been consumed'."
um-ma šu-ut-ma ša-qú-ul ba-pí-ra-am ša ša-ku-ul-tim ú ku-ku-ba-tim É DAM.GÀR ni-il5-qé-ma a-na DAM ili5-ba-ni ni-dí-in,From a merchant we borrowed beer bread for the banquet and for drinking flasks and we gave them to Ilī-bāni's wife.
mì-ma li-ba-kà lá i-pá-ri-id ki-ma,There is absolutely no reason to get nervous.
a-wi-lu-tí-kà lu-qú-ut-kà a-na KÙ.BABBAR ta-e-er-ma tí-ib-a-ma a-tal-kam,"Gentleman as you are, convert your merchandise into silver and come immediately here."
a-hi a-ta tí-de8-e ki-ma KÙ.BABBAR 1 GÍN ša qá-tim a-na ša-ku-ul-tim <gap>,Me dear brother realizes that every single shekel of silver at hand will be used? for the banquet.
TÚG.HI.A <gap> BA <gap> a-šur-lá-ma-sí qí-bi4-ma KÙ.BABBAR šé-bi4-lá-ma,. Tell Aššur-lamassi: 'Send the silver ( and so ) encourage us'!
li-ba-am dí-nam ší-im SIG5 a-na a-šur-ṣú-lu-lí dí-in li-bu-šu lá tù-lá-ma-an,Let him give the yield of his textiles of good quality to Aššur-ṣululī. Do not make him angry.
a-na ku-li-a qí-bi4-ma um-ma a-ba-ba-a-ma,"To Kuliya, thus says Ababaya:"
šál-ma-ni ṣú-hu-ur-kà ša-lim ni-šu-kà šál-mu,"We are well, your youngsters are well, and your people are well."
ki-ma ku-a-tí i-<gap> a-bi4-kà a-<gap> a-wa-tí-kà <gap> i-ṣé-ri-a <gap> ma-num,Like/Instead of your <gap> of your father <gap> your words <gap> on me <gap>
<gap> li-dí-nam <gap> ša ta-<gap> té-tap-ša-ni <gap> na <gap> lá i-<gap> e tù-kà-<gap> iš-tù na-áš-pè-er-ta-kà lá ta-lá-kà-ni mì-nam ša ta-áš-ta-na-pá-ra-ni um-ma,Who could give me <gap> By what you <gap> you have treated me <gap>
mì-nam a-ṣí-tí-kà lá-áš-qú-ul šu-ma a-na a-bi4-kà lá uš-té-ri-id,"What should your boy eat, what should I (use to) pay for your expenditures if I had not humbled myself for your father."
um-ma šu-ut-ma ú-ha-lá-qú-nu GA ša-ni-a-tù i pì-šu ša-ak-na,He said: He is destroying you <gap> he has evil intentions!
me-er-a-at-kà iš-tí-a ta-al-ta-<gap> um wa-áš-ba-at <gap> ša É a-bi4-ni tim <gap> áb e ta-hi-ri-<gap>,Your daughter is/keeps <gap> with me she lives <gap> of our paternal house <gap> [ <gap>
ta-áp-hi-ra-am a-dí-in-ma GU4 aṭ-bu-ùh ší-ru-um ša i-ri-u ša-áp-lá-nu-um i-tab-ku,I have sold the savings and slaughtered the ox. The meat which remained they have stored below.
4 GÚ URUDU ag-mur <gap>-KAM ṣú-ùh-ur-kà lá i-mu-ut,I have spent 4 talents of copper (for) your youngsters must not die!
um-ma a-šùr-ša-dí-li ù a-ba-ba-a-ma a-na ku-li-a qí-bi-ma,"Thus say Aššur-šad-ilē and Ababaya, say to Kuliya:"
a-šu-mì ṭup-pì-kà ša šu-sú-in DUMU i-na-a ú-kà-lu a-na-kam i-nu-mì a-wa-sú-nu i-gi5-im-ru i-na ga-me-er a-wa-tí-šu ṭup-pá-kà ú-šu-ru-ni-a-tí-ma ú né-nu ṭup-pá-am ša a-lim{ki} ša a-šur-re-ṣí nu-ša-ar,"As for your tablet which Šu-Suen, son of Innāya, has in his possession, when here their affair was concluded by (decision of) the man who settled his case they would release your tablet to us and then we would release the tablet of the City of/concerning Aššur rēṣī."
šu-sú-in ṭup-pá-am né-ta-ri-iš-ma um-ma šu-ut-ma a-da-na-ku-um a-wi-lúm i-na lá i-da-i-ni i-tá-al-kam,"When we kept asking Šu-Suen for the tablet he said: 'I will give it you', by the man has left without us knowing it!"
šu-ma a-ma-kam KÙ.BABBAR e-ri-iš-kà lá ta-da-an,"If over there he asks you for silver, do not give it."
um-ma a-ta-ma i-na a-lim{ki} i-na ga-me-er a-wa-tim DUB-kà i ta-da-nam qá-bi-a-tí,Tell him: 'By decision of the man who settled the affair you have been ordered to hand over in the City the tablet you have.
né-nu a-na-kam <gap>-ni ni-ša-a-al ga-me-er a-wa-tim-ma <gap> tí <gap>-a-lim{ki} iš-tù <gap> a-bu-ša-lim <gap> iš-tí PUZUR4 <gap> ni-ni <gap> ni-il5-qé-ú šé-bi-lam,"And we here <gap> we will ask the man who settled the affair and the <gap> which after Abu-Šalim had left we had obtained <gap> from/with Puzur- <gap>, send us that."
a-šur-ANDUL ṭur4-dam ì-GIŠ <gap> šé-bi-lam,"Send Aš[šur-ṣululī here, send (also) <gap> oil'."
um-ma kà-ru-um kà-ni-iš-ma a-na ša-qí-il5 da-tim ku-li-a ší-ip-ri-ni kà-ri-im dur4-hu-mi-it ha-tù-uš ta-am-ni-a tù-ùh-pí-a a-dí ni-na-ša-a qí-bi4-ma,"Thus kārum Kaniš, say to the dātu-payers, our messenger Kuliya, kārum(s) Durhumit, Hattuš, Tamnia (and) Tuhpiya, (all the way) until Nenašša:"
i {d}UTU-ši ṭup-pì-ni ta-ša-me-a-ni GÍR ša a-šur šé-ṣí-a-ma ik-ri-ba-am šu-uk-na-ma ma-ma-an KÙ.AN a-na ší-mì-im a-na É.GAL-lim i-dí-nu lu a-dí-ni lá i-dí-in-ma na-ší 10-tim ša KÙ.AN ú 1 ma-na um 3 GÍN KÙ.BABBAR ša-du-a-sú ṣa-áb-ta-ma ku-li-a i pá-ni-šu li-ni-iš-a-am,"As soon as you hear our letter produce the dagger of Assur and impose an oath and whoever has sold meteoric iron to a palace or, having not yet sold it, still carries it with him, seize (from him) the tithe on the meteoric iron and his/its šaddu'utu-tax of 3 shekels silver per mina and let Kuliya personally take it along."
šu-ma i-qá-bi4 um-ma šu-ut-ma KÙ.AN ša a-wi-lim ša NÍG.KA-sí 10-tim ú ša-du-a-tám li-qé-a-ma ša ba-ri-ni li-li-kam-ma GÍR ša a-šur li-it-ma-ma ša-du-a-tám nu-ta-ar-šu-um,"If the person in question protests and declares: 'the meteoric iron belongs to ""a man with an account"",' still take the tithe and the šaddu'utu-tax and let one who is one of us come here to swear an oath by Assur's dagger then we will give him back the šaddu'utu-tax."
i-da-ma IGI ku-li-a ší-ip-ri-ni GÍR ša a-šur šé-ṣí-a-ma a-hu-um pá-ni a-hi-im ú-lá ú-ba-al ma-ma-an ha-ra-an sú-ki-nim e-ma-re sé-er-dam ú-šé-ri-ba-ni-ma a-ma-kam uš-té-bu-lu-ni lu wa-ší-ib kà-ri-im 1 ma-na-um 3 GÍN KÙ.BABBAR ša-áš-qí-lá-šu-ma ku-li-a i pá-ni-šu li-ni-iš-a-am šu-ma i-qá-be um-ma šu-ut-ma,"Do not fail to produce Assur's dagger in the presence of Kuliya and people shall not spare each other! If he protests, saying: 'I will go to clear myself in kārum Kanesh' still make him pay the silver and let him come here afterwards in order to clear accounts with us."
a-na a-lá-hi-im qí-bi-ma um-ma SIG5-pí-i-a-šur-ma ù MAN-a-šur,To Ali-ahum from Damiq-pī-Aššur and also Puzur-Aššur:
i-na ha-hi-im ú-nu-ut-ni nu-ša-li-ha-ku-ni i-na za-al-pá ù a-na-kam ni-iš-ta-na-me-ma ha-ra-an sú-ki-nim dan-na-at,In Hahhum we set aside our goods for you. In Zalpa and here we keep hearing that the Narrow Track is difficult.
lá na-ṭù-ma lá né-ra-áb a-hu-ni a-ta ki-ma AN.NA 10 ma-na <gap> ù 10 TÚG,"It is not a good idea for us to enter. Our dear brother, advise us whether we should dispatch to there (where you are) some 10 minas of tin and 10 textiles that we bring."
ša-lim-a-šùr ù šu-be-lúm DUMU i-dí-a-bi4-im ni-kà-sí ma-ah-ri-ni i-sí-ú-ma 1 GÚ 13 ma-na URUDU lá-mu-nam i-ṣé-er šu-be-lim ša-lim-a-šùr i-dí,"Šalim-Aššur and Šu-Bēlum son of Iddin-abum settled accounts before us, and Šalim-Aššur set down 1 talent 13 minas of bad copper as a claim on Šu-Bēlum."
um-ma ša-lim-a-šùr-ma a-na šu-be-lim-ma i pì i-sú-SUD a-bi4-a qá-ta-at a-bi4-kà al-ta-pá-at lu i ba-a-ba-tí-šu KÙ.BABBAR al-qé-ma a-na hu-bu-li-šu ú-ša-qí-il5 lu i-na na-ru-qí-a KÙ.BABBAR ma-da-ma a-na hu-bu-ul a-bi4-kà ú-ša-qí-il5 al-kam ṭup-pì-a lu-kà-li-im-kà-ma,"Šalim-Aššur said to Šu-Bēlum: ""On the orders of Issu-arik, my father, I wrote myself as your father's guarantor. I took silver from his outstanding claims and paid to cover his debt, and I paid a great deal of silver from my joint-stock capital for your father's debt. Come! Let me show you my tablets!"""
um-ma šu-be-lúm-ma mì-nam we-dam i-a-tí tù-lá-ma-da-ni qá-dí a-hi-a-ma šé-a-ni,"Šu-Bēlum answered: ""Why do you inform only me? Sue me together with my brothers."""
IGI PUZUR4-a-šur IGI en-na-nim a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šur ni-dí-in,"Witnessed by Puzur-Aššur, by Ennānum. The Kanesh colony gave us for these proceedings and we gave (our testimony) before the dagger of Aššur."
iš-tù ša-lá-tù-wa-ar KÙ.BABBAR a-na a-lim{ki} a-ta-na-ší a-li-ik šu <gap>,from Šaladuwar <gap> silver to the City <gap> I use to carry <gap> go/I went <gap>
i-dí-a-bu-um É-tí ša bu-ri-im a-šar ša-lim-a-šùr wa-áš-bu iš-tí tù-ud-ha-li-a a-hu tù-li iš-a-am,"Iddin-abum has brought the houses by the well, where Šalim-Aššur is living, from Tudhaliya the brother of Tuli."
