transliteration,translation
<gap> GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-lá-áp-ra-at-ba-ni PUZUR4.DINGIR i-šu,Ilabrat-bāni owes Puzer-ilī (unknown amount) shekel refined silver.
iš-tù ḫa-mu-uš-tim ša šu-ku-bi4-im ù kur-ub-IŠTAR 0.25 GÍN.TA i-na ITU.KAM-im ú-ṣa-áb,He will add 1/4 shekel per month from the ḫamuštum of Šū-Kūbim and Kurub-Ištar. 
ITU.KAM ša sà-ra-tim,Month: ša sarrātim
li-mu-um ša qá-tí i-dí-a-bi4-im,Eponymate:after Iddin-abim.
IGI a-šur-{d}UTU-ši IGI da-da-a,"Witnesses: Aššur-Šamši, Dadaya."
qí-bi-ma um-ma PÚZUR-a-šùr-ma šu-ma ú-ku DUMU ṣí-lu-lu a-ma-kam wa-ša-áb <gap> ṭur4-da-ni-šu kà-lá ú <gap> KÙ.BABBAR 10 GÍN <gap> lá a-be-el <gap> we-da-ku <gap> a da-a-ni <gap> a-na en-na-nim pu-nu-a a da <gap> a-na ṣé-ri-a <gap> ṭur-da-ni-ma KÙ.BABBAR 1 GÍN il5-qé,To ... and Al-aḫim from Puzur-Aššur:
a-na ì-lí-ba-ni ù ku-li-a qí-bi-ma um-ma a-šùr-e-nam-ma,"To Ilī-bāni and Kuliya, say, this is what Aššur-ennam says:"
i-na ša-lá-tí-wa-ar 0.83333 ma-na KÙ.BABBAR ku-nu-ki-šu ku-li-a i-dí-nam-ma,In Šaladuwar Kuliya gave me 5/6 mina of silver under his seal.
a-na wa-aḫ-šu-ša-na a-na ṣé-ri-kà ub-lam-ma um-ma a-na-ku-ma a-ma KÙ.BABBAR i-na ku-nu-ki ša ku-li-a áp-qí-da-ku-um,I brought to Wahšušana to you and I said: Herewith I entrust to you silver under the seals of Kuliya.
KÙ.BABBAR ša a-šu-mì ku-li-a ša-du-a-tám kà-ra-am ta-pu-lu,It is silver you promised to pay the kārum as šad-du'utu-tax on behalf of Kuliya.
um-ma a-ta-ma ke-na a-pu-ul KÙ.BABBAR,You said: Yes I promised it.
IGI a-šùr-lá-ma-sí DUMU a-šur-ma-lik ú šu-iš-ḫa-ra DUMU e-na-sú-in li-me-e ri-ik-sà-am áp-qí-da-kum,"In the presence of Aššur-lamassī, son of Aššur-mālik, and of Šu-Išhara, son of Ennam-Suen, the līmū, I entrusted the packet to you."
mì-nam a-na É a-bi4-a al-qé-ma a-ḫu-kà i-tù-ra-am,What did I take for my paternal house that your brother came back on me?
i-na al tí-im-ni-e ta-am-ḫu-ri-ma IGI e-na-sú-in DUMU i-sú-rik13 ù IGI ú-zu-a DUMU ku-ku-lá-nim ta-áš-e-li-ma um-ma a-ta-ma i-nu-mì KÙ.BABBAR ku-nu-ki ša a-ḫi-a tù-šé-bi4-lá-ni ma-num li-mu-um,"In Al-Timniyē you approached me and in the presence of Ennam-Suen, son of Issūrik, and of Uzua, son of Kukkūlānum, you interrogated me saying: Whe  you had me bring the silver with my brothers' seals, who was then līnūm?"
um-ma a-na-ku-ma a-šùr-lá-ma-sí ú šu-iš-ḫa-ra li-mu-ú ù ma-aḫ-ri-šu-nu-ma KÙ.BABBAR áp-qí-da-kum,"I answered: Aššur-lamassī and Šu-Išhara were līmū, and it was in their presence that I entrusted you the silver."
ú-ṣur-ša-IŠTAR DUMU da-da-a i-na né-eḫ-ri-a aṣ-ba-at-ma 1 ma-na ší-a-ma-tí-šu a-na 4 ma-na KÙ.BABBAR i-tù-ur-šu-ma a-wa-at-ni i-na-me-er 1,"I seized Uṣur-ša-Ištar, son of Dadaya, in Nehriya and merchandise of his worth 1 mina had become 4 minas of silver for him and so our affair was cleared up."
ma-na KÙ.BABBAR iš-tí-šu al-pu-ut,I booked 1 mina of silver as due by him.
<gap> KÙ.BABBAR i-dí-a-šùr DUMU šu-be-lúm i na-áš-pé-er-tim e-pu-lá-ni,"[x] silver Iddin-Aššur, son of Šu-Bēlum, promised me [in a letter]."
KÙ.BABBAR lu ša iš-tù ma-a-ma lu ša iš-tù te9-ga-ra-ma ú-šé-ba-lam <gap>-ša-ma,He will send me the [silver] from what will (come in) from Mamma or from Tegara<ma>.
i-na ší-bé <gap> ša e-pu-lu <gap>-ni-ni <gap> i li-bi a-šùr-ba-ni DUMU <gap>-tim a-na-ku a-dí-nu-šu-ni <gap> i-tù-ar,............. and by witnesses ............... which he promised ............
KIŠIB be-lá-nim DUMU šu-ku-bi-im KIŠIB a-gu5-a DUMU dan-na-a-šur KIŠIB ú-ṣú-ur-ša-IŠTAR DUMU da-da-a 1,"Seal of Bēlānum, son of Šu-Kūbum, seal of Agua, son of Dān-Aššur, seal of Uṣur-ša-Iêtar, son of Dadaya."
ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er bé-lá-nim DUMU šu-ku-bi-im ku-li-a DUMU a-lá-bi-im i-šu,"1 mina of refined silver Bēlānum, son of Šu-Kūbum, owes to Kuliya, son of Ali-abum."
a-na ša-na-at ù 6 ITU.KAM KÙ.BABBAR i-ša-qal šu-ma i-na ú-me-šu ma-al-ú-tim KÙ.BABBAR bé-lá-num,He will pay within one year and six months.
lá iš-qú-ul ki-ma a-wa-at kà-ri-im 1.5 GÍN.TA a-na ma-na-im ṣí-ib-tám a-na ur-ḫi-im ú-ṣa-áb,If Bēlānum does not pay when his term is due in conformity with the rule of the kārum he will add 1 1/2  shekels of interest per mina per month.
ITU.1.KAM áb-ša-ra-ni li-mu-um i-dí-sú-in DUMU i-dí-a-bi-im,"Month V, eponymy of Iddin-Suen, son of Iddin-abum."
KIŠIB i-ku-pí-a DUMU pí-lá-aḫ-IŠTAR KIŠIB ili5-ba-ni DUMU mu-ta-lim KIŠIB a-šur-SIPA DUMU ú-ṣú-ra-nim 8,"Seal of Ikuppia, son of Pilah-Ištar, seal of Ilī-bāni, son of Mutālum, seal of Aššur-rēʿī, son of Uṣurānum."
GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-ku-pí-a DUMU pí-lá-aḫ-IŠTAR ku-li-a DUMU a-lá-bi-im i-šu-ú,"8 shekels of refined silver Ukuppia, son of Pilah-Ištar, owes to Kuliya, son of Ali-abum."
a-na 6 ur-ḫé KÙ.BABBAR i-ša-qal,He will pay within 6 months.
šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb <gap> 10,[If he does note] pay [he will add interest] in conformity with the rule of [the kārum].
GÍN KÙ.BABBAR be-ú-lá-at ku-li-a DUMU a-lá-bi-im i-na-sú-in DUMU za-ar-ni-qí-im ú-ka-al iš-tí KÙ.BABBAR uk-ta-al šu-ma a-e-ma ú-dá-pí-ir,"[.......] silver, a be'ūlātu-loan belonging to [Kuliya, son of Ali-abum, Enn]am-Suen, [son of] Zarniqum holds; he is held by the silver."
ú-ga-ar-šu-ma ig-re-e ag-ri-im ú-ma-lá KIŠIB DINGIR-ma-lik DUMU,"If he goes away to somebody else, he (K.) will hire someone [in his place and he] (E.) will compensate the wages of the hireling."
a-de8-lá-at KIŠIB id-na-a-šur DUMU šu-bé-lim KIŠIB e-na-sú-in DUMU tí-tí-na-tal 10 GÍN KÙ.BABBAR ṣa-ru-pá-am,"Seal of Ilī-mālik, son of Adad-ellat, seal of Iddin-Aššur, son of Šu-Bēlum, seal of Ennam-Suen, son of Titinatal."
i-ṣé-er DINGIR-ma-lik DUMU a-de8-lá-at ku-li-a DUMU a-lá-bi-im i-šu 1 ma-na-um 12 GÍN,"10 shekels of refined silver Ilī-mālik, son of Adad-ellat, owes to Kuliya, son of Ali-abum."
i-na ša-tim ṣí-ib-tám ú-ṣa-áb lu i-na a-lim{ki},Per mina he will add 12 shekels as interest per year.
lu i-na GÁN-lim a-li i-na-mu-ru-ni KÙ.BABBAR i-ša-qal ITU.1.KAM áb-ša-ra-ni li-mu-um,"Either in the city or in the countryside, wherever he will be seen, he will pay the silver."
šu-ra-ma DUMU ú-zu-a,"Month V, eponymy of Šu-rama, sons of Uzua."
um-ma a-šùr-i-dí-ma a-na a-šùr-na-da ù a-šùr-ta-ak-lá-ku qí-bi-ma,From Aššur-idī to Aššur-nādā and Aššur-taklāku:
a-na a-šùr-na-da qí-bi4-ma 0.5,to Aššur-nādā:
ma-na KÙ.BABBAR ša ik-ri-bi4-kà ša a-šùr tù-šé-bi4-lam 4,You have sent me 1/2 mina of silver from your votive offerings for divine Aššur.
ku-ta-ni na-áš-ú-ni-kum 3,They are bringing to you 4 kutānu-textiles.
GÍN KÙ.BABBAR a qá-tí-šu a-dí-in,I gave 3 shekels for his expenses.
AN.NA ki-ma i-ša-ku-nu-ni li-iš-ku-na-kum,Let him establish the tin for you at the same rate they use (for others).
šu-nu-nu na-áš-a-kum,Šū-Nūnu brings it to you.
a-na a-šur-ta-ak-lá-ku qí-bi4-ma 12,To Aššur-taklāku:
ma-na 5 GÍN KÙ.BABBAR ša ik-ri-bi4-kà ša a-šur tù-šé-bi4-lam,You sent me 1/2 mina 5 shekels of silver from your votive offerings to divine Aššur.
ni-is-ḫa-sú ú-ṣa-ḫe-er-ma <gap>,I have deducted its [import] duty and ....
ù ší-tí KÙ.BABBAR <gap>-in,and the rest of the silver
<gap>-ni-ni <gap> za-ki-a-ma KÙ.BABBAR i pá-né-e-ma,break
a-li-ki-im šu-up-ra-nim a-na a-šur-ta-ak-lá-ku qí-bi4-ma šu-ma,.... Clear it and send the silver to me with the first traveler.
a-ḫi a-ta ší-tí,To Aššur-taklāku: 
lu-qú-tim ša šé-pì-kà za-ki-a-ma šé-bi4-lá-ma a-dí sà-aḫ-ra-tí-ni li-ba-al-ki-it-ma KÙ.BABBAR 1 GÍN li-bi-tám lu-qú-tám wa-ar-ki-tám ša ú-šé-bi4-lá-ku-ni,"If you are truly my brother, clear the remainder of the goods transported by you and send it to me, and let it be shipped (even) while you are delayed so every shekel of silver is active for me."
áš-pu-ra-kum um-ma a-na-ku-ma KÙ.BABBAR a-na É,"I wrote you about the later shipment I sent to you, saying:"
a-lim{ki} a-ša-qal i-ḫi-id-ma KÙ.BABBAR šé-bi4-lam,"""I have to pay the money to the City Hall."""
um-ma a-šur-i-mì-tí-ma a-na pu-šu-ke-en6 qí-bi4-ma 22,From Aššur-imittī to Pūšu-kēn:
{TÚG}ku-ta-ni 1 ANŠE ṣa-lá-ma-am ku-ra-ra ú i-dí-a-šur ub-lu-ni-kum 1,"Kurara and Idī-Aššur brought to you 22 kutānum-textiles, 1 black donkey."
GÚ 5 ma-na AN.NA i-dí-a-šur ú-šé-bi4-lá-ku-ma 9.66666 ma-na KÙ.BABBAR tù-šé-bi4-lá-ma ú ḫa-lá-aq,Idī-Aššur sent to you 1 talent 5 minas tin and you sent 9 2/3 minas silver and then it was lost.
šu-ma a-ḫi a-ta a-ta-ak-lá-ma i li-bi4-kà KÙ.BABBAR ša šé-bu-li-im šé-bi4-lá-ma TÚG.ḪI.A ik-ri-bu ša a-šur KÙ.BABBAR 1 ma-na-um 1 ma-na ra-ma-kà ku-bu-ús-ma li-ba-am dí-nam,"If you are my brother, absorb (some of the loss) and send whatever silver can be sent from your own funds and concerning the textiles (that are) the  ikrībū  ššūr, extend yourself for one mina per mina (extra) and thus give (me) encouragement."
KÙ.BABBAR 2 ma-na ša ba-áb ḫa-ra-ni-kà šál-ma-a-šur ú a-šur-ba-ni lá tù-šé-bi4-lam,You did not send about 2 minas silver to Šalim-Aššur and Aššūr-bāni at your departure.
<gap> IGI en-na-nim DUMU a-bu-SÁ IGI a-šur-SIG5 DUMU a-šur-re-ṣí 1 ma-na 8 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-mur-IŠTAR im-dí-lúm i-šu iš-tí KÙ.BABBAR uk-ta-al IGI {d}en-LÍL-ba-ni DUMU il5-ba-ni IGI PUZUR4-a-šur DUMU i-šar-ki-da-a-šur IGI i-ku-pí-a DUMU PUZUR4.IŠTAR 3 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-mur-IŠTAR DUMU da-da-im-dí-lúm i-šu iš-tù ḫa-mu-uš-tim ša šu-ku-bi-im ù kà-zi-a a-na 13 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA a-na ma-na-im i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb ITU.KAM qá-ra-a-tim li-mu-um i-dí-a-bu-um IGI {d}en-LÍL-ba-ni DUMU il5-ba-ni IGI PUZUR4-a-šur DUMU i-šar-ki-da-a-šur IGI i-ku-pí-a-šur DUMU PUZUR4.IŠTAR 0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ku-ra-ra im-dí-lúm i-šu,"Witnesses: PN limmum, xxxx-nim, Enna-Bēlim, xxxxxxxxxx, Ennanim s. Abusa, Aššur-damiq s. Aššur-rēṣī."
i-na e-lá-i-šu-ma i-na kà-ni-iš i-ša-qal IGI ú-ṣú-pí-iš-ki-im IGI ku-lu-ma-a 12 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-šùr-DU10 DUMU kà-ri-a im-dí-lú i-šu iš-tù ḫa-mu-uš-tim ša šu-a-nim ù li-ba a-na 53 ḫa-am-ša-tim i-ša-qal šu-ma i-na u4-me-šu ma-al-ú-tim la iš-qú-ul 1.5 GÍN.TA a-na 1 ma-na-im i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb ITU.KAM ša ke-na-tim li-mu-um a-šur-SIG5 DUMU a-bar-zi-zi-im IGI en-na-sú-en6 DUMU ki-li-a IGI PUZUR4-ša-du-e a-ḫi-šu IGI a-nu-um-DINGIR DUMU a-šur-e-mu-qí 2.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-da-a DUMU ša-ak-sí-im ù ú-zu-a DUMU a-lá-a-a im-dí-lúm i-šu iš-tù ḫa-mu-uš-tim ša a-šur-ta-ak-lá-ku ù kà-zi-a a-na 4 ḫa-am-ša-tim i-ša-qú-lu šu-ma lá iš-qú-lu 1.5 GÍN.TA a-na 1 ma-na-im i-na ITU.KAM ṣí-ib-tám ú-ṣú-bu ITU.KAM ma-ḫu-ur-ì-lí li-mu-um a-lá-ḫu-um DUMU i-na-aḫ-DINGIR,He will pay in Kanesh when he comes up.
KÙ.BABBAR i-na qá-qá-ad šál-mì-šu-nu ù ke-ni-šu-nu ra-ki-is IGI {d}en-LÍL-ba-ni DUMU il5-ba-ni IGI u-ṣur-ša-IŠTAR DUMU a-šur-i-mì-tí-<gap> 20 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-šur-DU10 im-dí-lúm <gap> i-šu iš-tù ḫa-mu-uš-tim ša šu-ku-bi-im ù kà-zi-a a-na 4 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA ṣí-ib-tám ú-ṣa-áb ITU.KAM kán-mar-ta li-mu-um i-dí-a-bu-um,(The responsibility to pay) the silver is bound to whomever is solvent and legally responsible.
a-na pu-šu-ke-en6 qí-bi-ma um-ma a-mur-IŠTAR-ma 4,To Pūšu-kēn from Amur-Ištar:
me-at 20 ma-na URUDU ša i-na É kà-ri-im ad-ma-tí-ni URUDU uṣ-a-ma qá-at-kà al-qé-ma i-ba-ší,"420 minas of copper for which you are recorded in the colony office, the copper has gone out and I received your share and it is here."
KÙ.BABBAR i-na ma-ḫi-ri-im lá-šu-ú,There is no silver in the market.
URUDU da-ni-ša-ma ú-me-ru-ú,They pile up copper in massive piles.
a-bi a-ta i-ḫi-id-ma šu-ma TÚG-tù lá-šu lu AN.NA SIG5 lu a-mu-tám sà-ḫa-ar-tám za-ku-tám ša-ma-ma šé-bi4-lam,"My dear father, take care to, if there are no textiles, buy either fine tin or pure "
ṣú-ḫa-ri-a ṭur4-da-am 2,Send my servant.
{TÚG}šu-ul-ḫi a-na qá-tí-kà a-dí-i,I deposited 2 
KIŠIB i-dí-sú-en6 DUMU i-tur4-ì-lí KIŠIB kur-ub-IŠTAR DUMU PUZUR4.DINGIR KIŠIB PUZUR4.IŠTAR DUMU da-lá-áš KIŠIB a-mur-a-šur 3 ma-na KÙ.BABBAR ṣa-ru-pá-am,"Seals: Idī-Suen s. Itūr-ilī, Kurub-Ištar s. Puzur-ilī, Puzur-Ištar s. Dalaš, Amur-Aššur."
i-ṣé-er a-mur-a-šur DUMU ì-lí-a-lim a-šur-SIPA i-šu-ú,Amur-Aššur s. Ili-ālim owes Aššur-rēʾī 3 minas refined silver.
iš-tù ḫa-muš-tim ša na-ra-am-ZU ù ḫa-na-nim a-na 11 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qúl a-na 1 ma-na-im 2 GÍN.TA i-na ITU.KAM ṣí-ib-tám,He will pay 11 weeks from the ḫamuštum of Naram-Suen and Hannānim.
ú-ṣa-áb ta-aḫ-sí-is-tum a-ni-ú-tum me-eḫ-ra-at ṭup-pì-im ḫa-ar-mì-im ša ḫu-bu-ul a-mur-a-šur DUMU ì-lí-a-lim,"If he does not pay (on time), he will add 2 shekels per mina per month as interest."
ma-na URUDU ší-ku-um i-ṣé-er sú-kà-lim lu-zi i-šu,Sukkallum owes Luzi 11.5 minas poor quality copper.
ITU.KAM áb-ša-ra-ni li-mu-um ku-bi-a ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb,"He will add the rate of the colony as interest from the month of Ab šarrānē, eponymate Kubīya."
a-na i-dí-sú-en6 a-šùr-na-da ú en-num-a-šùr qí-bi4-ma um-ma ku-ra-ra-ma a-na i-dí-sú-en6 qí-bi4-ma 15,"To Iddin-Suen, Aššur-nādā and Ennam-Aššur from Kurara:"
GÍN KÙ.BABBAR É kà-ri-im tal-qé 12,You borrowed 15 shekels of silver from the house of a merchant.
GÍN a-na a-šùr-dan DUMU ú-ku ší-ip-ri-im áš-qúl 10,"I paid 12 shekels to Aššur-dān son of Uku, the messenger."
GÍN a-na DUMU PUZUR4-a-na áš-qúl,I paid 10 shekels to the son of Puzur-Anna.
la 0.5 ma-na 7 GÍN KÙ.BABBAR i-na li-bi4-kà,In all: you owe 1/2 mina 7 shekels of silver.
a-na pu-ùḫ a-ta-a me ra tí im ta-ta-na-ni-ma KÙ.BABBAR-pì ta-za-ku,"Instead of you giving me a corresponding amount, you seize my silver!"
šu-ma a-bi4 a-ta li-bi4 lá tù-lá-ma-an,"If you are truly my father, do not make me angry."
KÙ.BABBAR ku-un-kà,Seal (pl.) the silver.
i-na iš-té-en6 a-li-ki-im šé-bi4-lá-ni-im,Send it to me with the first traveler.
ma-na 5 GÍN <gap> 6.25 GÍN KÙ.GI ša DUMU.SAL a-šur-na-da 0.33333 ma-na 5 GÍN KÙ.BABBAR qá-dum ša ni-qí-a ar-ší-aḫ ub-lam 0.33333,"1/2 mina 5 shekels of silver, 6 1/4 shekels of gold belonging to Aššur-nādā's daughter, 1/3 mina 5 shekels of silver including that of my sacrifice, Arši-ah brought."
ma-na 1 GÍN KÙ.BABBAR šé-bu-lá-tum mì-ma a-nim ša a-šur-na-da,1/3 mina 1 shekel of silver were (separate) shipments-all this belongs to Aššur-nādā.
a-na mì-ma a-nim KÙ.BABBAR 3 ma-na ṣa-ru-pá-am iš-tí a-ḫu-wa-qar ki-ma a-šur-na-da PUZUR4-a-na il5-qé,For all this Puzur-Anna has received in silver: 3 minas of refined silver from Ahu-waqar on behalf of Aššur-nādā.
a-na 3 ma-na KÙ.BABBAR a-šur-na-da a-na a-ḫu-qar ú-lá i-tù-ar,With respect to the 3 minas of silver Aššur-nādā must not raise claims against Ahu-waqar.
šu-ma i-tù-ar PUZUR4-a-na ú-ba-áb-šu,"If he raises claim, Puzur-Anna must clear him."
šu-ma mì-ma a-šur-na-da i li-bi4 a-ḫu-wa-qar i-šu i-sé-e-šu <gap>,"Should Ahu-waqar owe anything else to Aššur-nādā, he may sue him."
ITU.1.KAM qá-ra-tim,Month Qarra' atum.
li-mu-um DU10-a-šur,Eponymate: Ṭab-Aššur.
IGI šu-mì-a-bi4-a IGI a-ma-a,"Witnessed by Šumi-abiya, witnessed by Amaya."
um-ma <gap>-in-ma a-dí-i ša,Thus ... to ...
pu-šu-ke-en6 ša ta-áš-pu-ra-ni um-ma a-ta-ma a-na ṣé-er <gap>-ba-tim iš-pu-ra-am a-ta,"Regarding the matter about Pūšu-kēn about which you wrote, you said, ""He wrote to x-batum."""
<gap> ta-šé-e šu-ut i lá i-dim šu-mì a-bi-ni i-za-kà-ar ù ku-a-tí,You .. he will clear the name of our father.
a-zi-ki-kà ṣa-ba-at iš-pu-ra-am iš-ti <gap> lu šé-ṣú-tí a-bi a-ta be-lí,"Now, to you, I will zkʾ you."
a-ta i-na {d}UTU-ši ša ṭup-pí ta-ša-me-ú 2 ma-na KÙ.BABBAR <gap> ma al <gap> ki i ta <gap> um-mì-a-nam ša a-na a-wa-tim-ma i-za-zu lu-ša-zi-zu-ni-kum ù té-er-ta-kà li-li-kam a-dí ḫa-ra-ni ša ta-áš-pu-ra-ni,"My dear father and lord, on the day that you read this tablet, (give?) 2 minas silver to ..."
URUDU 0.33333 GÚ,And let your report come.
ma-sí-a-am ša e-pu-šu-ú i-ba-ší a-na da-áš-e-šu a ša-lá-tù-wa-ar e-ra-áb-ma ba-ti-iq u-tù-ur,"Concerning the caravan of the city about which your wrote, about 1/3 talent of washed copper that he produced is available."
a-na KÙ.BABBAR ù-ta-ar-šu-ma a-ṣé-ri-kà a-ta-lá-kam-ma a-na a-lim{ki} ḫa-ra-ni <gap> a a-na ša <gap>,"I will to Šalatuwar in the spring and he will convert it to silver, cheap or dear, and I will come to you and to the carvan of the city ..."
GÍN.KÙ.BABBAR a-na sà-ḫe-er-tim i-nu-mì a lu-ḫu-sà-tí-a i-li-ku 4.5,"7 1/2 shekels silver to the boy, when he went to Luĭhuzattiya."
GÍN a-na ku-ra-ra,4 1/2 shekels to Kurara
a-šu-mì ṣú-ḫa-ri-šu GÍN KÙ.BABBAR pá-ni-um i ší-im ni-ga-li i-ri-iḫ 1.5,"Concerning his boy, the previous shekel silver is left from the price of the sickles."
GÍN a-na iš-ḫi-ú-li,1 1/2 shekels for the girdle(?)
mì-ma a-nim KI ḫu-zi-iš ù du-ru-ùḫ-nu,All this is owed by Ḫuziš and Duruḫnu.
GÍN KÙ.BABBAR i-na li-bi en-na-sú-en6 DUMU ì-lí-a-lim iš-tù wa-aḫ-šu-ša-na i-na e-ra-bi4-šu-ma ù-šé-ba-lam,"The 5 shekels silver which Enna-Suen son of Ilī-ālum owes, I will send it to him after he arrives from Waḫšušana."
IGI lu-zi-na DUMU a-šùr-ba-ni,Witness: Luzina son of Aššur-bāni.
KIŠIB a-ḫu-wa-qar DUMU šu-IŠTAR KIŠIB a-šur-ta-ak-lá-ku DUMU am-ri-a KIŠIB PUZUR4-a-be-eḫ DUMU en-um-a-šur KIŠIB šu-a-nim DUMU me-na-nim 2,"Seals: Aḫu-waqar s. Šū-Ištar, Aššur-taklāku s. Amria, Puzur-Abiḫ s. Ennum-Aššur, Šū-Anum s. Menānum."
ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er šu-a-nim DUMU me-na-nim šu-IŠTAR DUMU a-šur-ba-ni i-šu,Šū-Anum s. Menānum owes Šū-Ištar s. Aššur-bāni 2 minas refined silver.
iš-tù ḫa-mu-uš-tim ša qá-tí e-na-aḫ-DINGIR a-na 6 ḫa-mu-uš-tim i-ša-qal,He will pay 6 weeks from ḫamuštum after Inaḫ-ilī.
šu-ma i-na u4-mì-šu ma-al-ú-tim lá iš-qú-ul 1.5 GÍN.TA a-na ma-na-im i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb,"If he does not pay at the fulfillment of his term, he will add 1 1/2 shekels per mina per month as interest."
ITU.1.KAM ku-zal-lí,Month: Kuzallī.
li-mu-um šu-sú-en6 DUMU pá-pì-li-im,Eponymate: Šū-Suen s. Papīlim.
um-ma ša-at-a-šur-ma a-na pu-šu-ke-en6 qí-bi4-ma,Šāt-Aššur to Pūšu-kēn:
a-šu-mì me-eḫ-ṣí-im ku-lu É-tim ma-sú-uḫ,"Concerning the attack (of the disease), the entire house is affected."
šu-ma pá-nu-kà a-na a-wi-lim ša-ak-nu a-na i-li ša-qí-i,"If you intend to come to the city, sacrifice to the gods!"
ú a-bu-ú lá e-ta-áš-ru-ni,But the elders do not look after me.
u a-ta a-ma-nu-ḫi lá ta-ša-ra-ni,"And you yourself, Amunaḫi, do not take care of me ... (who will?)"
ú-lá ku-a-tí ma-ma-an ša-ni-a-am lá i-šu,"Beside you, I have no one else!"
a-šu-mì iš-tù be-el-té-e-gal-lim a-di kán-bar-ta ku-ta-a DA <gap>-ma tù-ni,"Because you did not .... from Belet-ekallin (month i) to Kanwarta (month ix), Kutaya ... check MIchel's translation... "
a-ni ur-ta-i-bu 20,"Now, they have become angry."
SÌLA ma-da-dam iš-tí a-ma-tí-kà-ma ú-uš-ta-am-ḫi-ru-ni,They have provided me with 20 silas rations along with your female slaves.
GÉME 20 SÌLA e-kà-lá,A slave girl eats 20 silas (of rations).
ú a-na-ku 20 SÌLA a-kál,And I am to eat (only) 20 silas (of rations)?!
a-ni šu-mì ṣú-ḫa-ri-im lá i-za-ku-ru,"Now, they do not respect the name of the youth...?"
a-na-nu-um a-ta lá ta-za-kàr-šu-nu,"Here, you must not invoke them."
a-li-ku i-li-ku-nim-ma šu-mì lá ta-az-ku-ur,"The travellers will go, but you must not invoke my name."
ma-nu-ba šu-mì-i li-iz-ku-ur,Who would invoke my name.
a-lá-ku-a-tí ma-ma-an ša-ni-a-am lá i-šu,"Beside you, I have no one else!"
ú-lá iš-<gap>-tù i-na-ar ma <gap> a <gap> ni-qí-a-am i-dí-nu-nim ni-ki-is-tù-um <gap>,"not from Inaar ??  (broken section)  ...  we wait? they gave to me, nikistum..."
a-na a-šùr-na-da ù šu-sú-en6 qí-bi-ma um-ma pu-šu-ke-en6-ma 3,To Aššur-nādā and Šū-Suen from Pūšu-kēn:
ma-na KÙ.BABBAR ša kà-ṣa-ri-a il5-kà-ší-id a ší-a-ma-tim <gap> ša mì-ma il5-kà-ší-id i-za-zu lu ANŠE lu ší-ma-am ma-lá iš-ú-mu KÙ.BABBAR a-na a-li-ki-im pá-nim-ma pí-iq-da-ma lu-ub-lu-nim,"The 3 minas silver which I gave to my kaṣṣārum, Il-kāšid, for purchases, whatever Il-kāšid 'stands', whether donkeys or purchases as much as he purcahsed, entrust the silver to a traveller immediately so that he brings it."
ù šu-ut <gap> iš-tí ú-nu-tí-šu li-li-kam,"Now, as for him, let him come with his goods."
šu-ma lá i-lá-kam a-na a-li-ki-im pí-iq-da-ma lu-ub-lu-nim,"If he will not come, entrust it to a traveler and let them bring it."
KÙ.BABBAR a-na KÙ.BABBAR-pì-a i-tù-a-ar,The silver will return to my silver (funds).
šu-ma mì-ma i-qá-bi4 a-na <gap> KÙ.KI pá-ku-nu dí-na,"If he says anything (against it), give your (pl.) word concerning the gold."
ma-na KÙ.BABBAR li-tí i-ṣé-er a-lu-lu-wa i-dí-IŠTAR i-šu,Aluluwa owes 4 1/2 minas of lītu-silver to Iddin-Ištar;
a-lu-lu-wa iš-tí i-dí-IŠTAR uk-ta-al,Aluluwa is held (in employment) by Iddin-Ištar.
mì-ma ta-ak-ší-tám ša ú-kà-šu-ú i-dí-IŠTAR ší-ta qá-té-en i-lá-qé iš-té-et qá-tám a-lu-lu-wa i-lá-qé,"Whatever income he may achieve, Iddin-Ištar will take two-thirds, and Aluluwa will take one-third."
šu-ma i pá-ni i-dí-IŠTAR pu-úz-ra-am e-ta-ḫa-az a-na 1 ma-na 6 GÍN.TA i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb,"If he goes into hiding from Iddin-Ištar, he will add interest at the rate 6 shekels per mina per month."
